Tiempo [s],h1_Real [cm],h1_Koopman_Lin [cm],h2_Real [cm],h2_Koopman_Lin [cm]
0.0,12.345720491220051,12.34561110269936,12.704145693768995,12.704049434185375
0.05,12.352132535023344,12.346469145442162,12.571186714461156,12.703718406115733
0.1,12.444601072614832,12.347621628144225,12.65144643716319,12.702315041895613
0.15000000000000002,12.462686247182074,12.348894971565839,12.68367566697797,12.700971661063859
0.2,12.468740294963558,12.349764434312517,12.654747687761049,12.699760145056784
0.25,12.476079699560445,12.350710035837917,12.69514252745633,12.69858196065724
0.30000000000000004,12.492780494154028,12.351636603255539,12.68598545744321,12.697369945432277
0.35000000000000003,12.481599757069615,12.352422422093367,12.680681069975144,12.696187006194027
0.4,12.44839594078116,12.353226066780993,12.685418022538682,12.694988533002352
0.45,12.43667499321064,12.354106283367253,12.681682045009827,12.693867303204081
0.5,12.443795558985759,12.354920515726398,12.67709993720678,12.692802753595364
0.55,12.441516269458374,12.355645070633917,12.681789701945288,12.691723949548646
0.6000000000000001,12.445161026399585,12.356396858012545,12.685322446380681,12.690629636444717
0.65,12.433158327315915,12.357123497101519,12.681008474049182,12.689524914579723
0.7000000000000001,12.4358685042204,12.357872752172863,12.67787990940989,12.688481759153293
0.75,12.418459363047843,12.358663314786307,12.683173475799245,12.687440742467532
0.8,12.414318737314762,12.359467660871935,12.675461895477378,12.686396064199842
0.8500000000000001,12.410462378952655,12.360244687802702,12.675352053707174,12.685341617019363
0.9,12.405169585781396,12.360976222802908,12.675044769247902,12.684299356299332
0.9500000000000001,12.399608758536699,12.361724830265729,12.675033224098195,12.683220446106539
1.0,12.41202723353084,12.362451113393236,12.673458132319604,12.682159921320217
1.05,12.406100170861299,12.363150871464342,12.67335634937538,12.681129347918562
1.1,12.405309476105744,12.363849761252778,12.67613105127537,12.680102340410325
1.1500000000000001,12.398795559737902,12.364528683553946,12.673464046694537,12.679097117584927
1.2000000000000002,12.396813060290246,12.365182842169402,12.683663099507541,12.67810215181872
1.25,12.400739500849165,12.365870777149146,12.682404597802284,12.677116712479677
1.3,12.392728130668134,12.366521455388682,12.680173490351155,12.676161664800867
1.35,12.393315933083173,12.367206352864132,12.684430296825154,12.675248148625416
1.4000000000000001,12.39749896679849,12.367902386939623,12.677777860829808,12.674325577895674
1.4500000000000002,12.399145367611077,12.36861499237983,12.679965696566878,12.673396478313366
1.5,12.401237609994766,12.369316850108858,12.679921680892871,12.67246557703277
1.55,12.401420946622478,12.370014510847337,12.684205393043904,12.671540887088847
1.6,12.398648624970084,12.370715540792874,12.687142106424323,12.670636218839626
1.6500000000000001,12.405281228238252,12.371393899664904,12.684052942350156,12.669728826404642
1.7000000000000002,12.39809836203421,12.372107930669662,12.684285509521066,12.668844208593358
1.75,12.403774749202316,12.372836807165328,12.690626524095304,12.667968962094095
1.8,12.402123926998037,12.37357521993739,12.689443599284374,12.667098720067663
1.85,12.396665467242011,12.37431889143313,12.68827587343797,12.6662315681372
1.9000000000000001,12.399369516637787,12.375044318767255,12.680995988382712,12.665355133605406
