Tiempo [s],h1_Real [cm],h1_Koopman [cm],h2_Real [cm],h2_Koopman [cm]
0.0,12.345720491220051,12.400013068926569,12.704145693768995,12.699718796866023
0.05,12.352132535023344,12.400785789132156,12.571186714461156,12.699549123565118
0.1,12.444601072614832,12.401822922446012,12.65144643716319,12.698231136354856
0.15000000000000002,12.462686247182074,12.402989447262497,12.68367566697797,12.696977972758571
0.2,12.468740294963558,12.403737700160526,12.654747687761049,12.695865278550759
0.25,12.476079699560445,12.404567341526949,12.69514252745633,12.69478870478173
0.30000000000000004,12.492780494154028,12.405375784155995,12.68598545744321,12.693676057175749
0.35000000000000003,12.481599757069615,12.406037999222866,12.680681069975144,12.692594416990914
0.4,12.44839594078116,12.406718535121996,12.685418022538682,12.691496428219756
0.45,12.43667499321064,12.407482922943226,12.681682045009827,12.690481600630182
0.5,12.443795558985759,12.408180834815413,12.67709993720678,12.689527500150993
0.55,12.441516269458374,12.408784513776746,12.681789701945288,12.688558101167883
0.6000000000000001,12.445161026399585,12.409416552944053,12.685322446380681,12.687572393706002
0.65,12.433158327315915,12.410022288190895,12.681008474049182,12.68657570368102
0.7000000000000001,12.4358685042204,12.410654830893844,12.67787990940989,12.685645223452504
0.75,12.418459363047843,12.411331353365576,12.683173475799245,12.68471736165355
0.8,12.414318737314762,12.412022805950482,12.675461895477378,12.68378583039216
0.8500000000000001,12.410462378952655,12.412685887761418,12.675352053707174,12.68284398092072
0.9,12.405169585781396,12.413302492833493,12.675044769247902,12.681915272664776
0.9500000000000001,12.399608758536699,12.413936205622978,12.675033224098195,12.680947612410138
1.0,12.41202723353084,12.414548056270485,12.673458132319604,12.67999980555788
1.05,12.406100170861299,12.415134148521336,12.67335634937538,12.679084216395804
1.1,12.405309476105744,12.415720302543601,12.67613105127537,12.678172673040194
1.1500000000000001,12.398795559737902,12.41628728799797,12.673464046694537,12.677284618664297
1.2000000000000002,12.396813060290246,12.416829624620801,12.683663099507541,12.676407699210205
1.25,12.400739500849165,12.417408648179867,12.682404597802284,12.67554130164063
1.3,12.392728130668134,12.417950824720009,12.680173490351155,12.674707542293964
1.35,12.393315933083173,12.418531521014915,12.684430296825154,12.67391854561109
1.4000000000000001,12.39749896679849,12.419124486809773,12.677777860829808,12.67312009654354
1.4500000000000002,12.399145367611077,12.419735548380128,12.679965696566878,12.67231491515552
1.5,12.401237609994766,12.420336307181824,12.679921680892871,12.671507979543367
1.55,12.401420946622478,12.42093397638951,12.684205393043904,12.670707885365502
1.6,12.398648624970084,12.421537071868297,12.687142106424323,12.66992943113265
1.6500000000000001,12.405281228238252,12.422117392153737,12.684052942350156,12.66914819616731
1.7000000000000002,12.39809836203421,12.422737121150048,12.684285509521066,12.668391640416672
1.75,12.403774749202316,12.423373913128252,12.690626524095304,12.66764534964726
1.8,12.402123926998037,12.424022045627057,12.689443599284374,12.666904631062675
1.85,12.396665467242011,12.424676976419724,12.68827587343797,12.666167420832382
1.9000000000000001,12.399369516637787,12.425313592481599,12.680995988382712,12.665420409050128
1.9500000000000002,12.402740695448488,12.4259379473611,12.678230963066685,12.664676687166361
2.0,12.406152880024315,12.426576488148392,12.6834026217738,12.663928084946221
2.0500000000000003,12.404830279968367,12.427198266119465,12.682772076071052,12.663169888871387
2.1,12.402903714441702,12.427829888048999,12.682975551344425,12.662421564729419
2.15,12.401367546210418,12.428460212778406,12.679706977144962,12.661664308895679
2.2,12.401434336626396,12.429074847228934,12.684287951011708,12.660908093079373
2.25,12.402389310932337,12.42969343242184,12.683589104345854,12.660141437586452
2.3000000000000003,12.411163584454995,12.430283625180916,12.689612586780774,12.659391139250761
2.35,12.412615121117074,12.430875257579462,12.69114303726302,12.658657982708105
2.4000000000000004,12.415495313642191,12.431453701614203,12.696982706435596,12.65790917565323
2.45,12.41467671933511,12.43201423030093,12.701151501229527,12.657140639224057
2.5,12.41735914028166,12.432563081689935,12.707164506166617,12.656384691027208
2.5500000000000003,12.420523522197847,12.43310684680354,12.706876539903362,12.65564481676812
2.6,12.41913834141665,12.4336489248946,12.707256933010664,12.65491175483042
2.6500000000000004,12.418442965477563,12.434203332857589,12.704381106593528,12.654166138082646
2.7,12.418187315782248,12.434755616546443,12.702386645131119,12.653423629078564
2.75,12.418053261808286,12.435307838896165,12.703505868624937,12.652712071149043
2.8000000000000003,12.41965409146554,12.435844556929021,12.692490703312078,12.652019790057114
2.85,12.421558984462006,12.436386546801353,12.685227273554926,12.651345190711547
2.9000000000000004,12.42233542803186,12.43690349320675,12.683117877653913,12.650665570672546
2.95,12.4202312195811,12.43744064250932,12.683109767840133,12.649984797098506
3.0,12.419272951989246,12.437971032739206,12.680420267266403,12.649276628110032
3.0500000000000003,12.421521975926842,12.438487719425794,12.682094741562372,12.648577341211691
3.1,12.413953509066474,12.439026731021361,12.681537047057443,12.647857664225436
3.1500000000000004,12.415344781179913,12.439575369149008,12.676297236694287,12.647124870314677
3.2,12.40905383358014,12.440112382976851,12.67596608811972,12.64640863153621
3.25,12.415310054792863,12.440630106194984,12.675278407734252,12.645692685148068
3.3000000000000003,12.41699099384785,12.441134819420283,12.679336227350518,12.644987758199754
3.35,12.419970851286932,12.441641377466805,12.6796874007201,12.644284561793727
3.4000000000000004,12.416433179943905,12.44214686778459,12.683330800559487,12.643572143197586
3.45,12.421201835284803,12.442653261395185,12.683628110305298,12.642872292548985
3.5,12.42084525429563,12.443163493042015,12.67705356057981,12.64217865821461
3.5500000000000003,12.424921832650366,12.443666468844311,12.674677238744493,12.641496500335716
3.6,12.421968370209147,12.444144906624171,12.670920762213436,12.640814957812031
3.6500000000000004,12.41961707862806,12.444633853492828,12.670629351160148,12.640148394862457
3.7,12.426528461485253,12.445097914301122,12.668115555352017,12.63946263972102
3.75,12.428914669945696,12.445572959215069,12.663433693124546,12.638766471769939
3.8000000000000003,12.425976155014306,12.446039275954584,12.659300095986216,12.638081765142505
3.85,12.426953265163077,12.446510859320567,12.65682289792411,12.637414154981691
3.9000000000000004,12.42579784501074,12.446986077977582,12.655847999919665,12.636742551401383
3.95,12.426584552542206,12.447475665448293,12.65913683524414,12.636074980912579
4.0,12.422396218033477,12.447977994976636,12.65900772370407,12.63540207117782
4.05,12.423385636105497,12.448481216517912,12.658757329861414,12.634719075967892
4.1000000000000005,12.419108579343908,12.448969711953815,12.656714850538089,12.634033111953888
4.15,12.424707586678917,12.449453654851872,12.659569937946413,12.633349883299577
4.2,12.420983027073838,12.449950630990383,12.657340049420355,12.632669151446137
4.25,12.42173991419411,12.450450174764589,12.657327033195084,12.631987170036014
4.3,12.422547438404312,12.450942184400429,12.659602941245872,12.631296276201022
4.3500000000000005,12.420205255042797,12.451435754058663,12.6594200354495,12.630606405032292
4.4,12.419894496552557,12.45192358365909,12.662211788420985,12.629923332427778
4.45,12.418121215801524,12.452399599430075,12.664698276447142,12.629246398008544
4.5,12.421052629354838,12.452862676841827,12.67077325151813,12.628558310958136
4.55,12.423015326855003,12.453331987632895,12.670818427713025,12.62787055384437
