Tiempo [s],v1_Bomba [V],v2_Bomba [V],h1_Real [cm],h2_Real [cm],h3_Real [cm],h4_Real [cm]
1.6,2.956125368914184,2.699821435262406,12.333391831648802,12.75626846409079,1.7186300715147473,1.3102460853977793
1.6500000000000001,3.298624912449891,2.9004364449024536,12.56413841429031,12.610064510925286,1.6696146095351072,1.4098051559750335
1.7000000000000002,3.185201881849836,2.802204302997481,12.223241824359555,12.68994702250582,1.8053158896542079,1.4651879208418521
1.75,3.158558738842463,2.7702747687439815,12.54407880620959,12.847358269827245,1.731193480370974,1.4249732364536007
1.8,3.136093959899151,2.7562753590473323,12.360733933324855,12.659784893269071,1.7302460439651317,1.3899140487980932
1.85,2.990154162968584,2.6534832253345373,12.257966789404506,12.658604127522093,1.6100141966690256,1.2428934440828194
1.9000000000000001,3.019269896301202,2.7533058121548106,12.468945578718818,12.493682200647005,1.7669059490955086,1.1694510310999349
1.9500000000000002,3.182120223739887,2.6876669006595164,12.49050735989126,12.606245149582923,1.8101606202011156,1.3597323266534067
2.0,2.9945499829738065,2.648075565423034,12.495971106981827,12.819535121402684,1.7490347447866457,1.5850145055859421
2.0500000000000003,3.153715278441191,2.8031527661690814,12.369654260023596,12.666002011593735,1.7858079186072877,1.3617971612269562
2.1,3.0908188990160337,2.650977433217368,12.351165761702447,12.688439883562406,1.750074961002117,1.3661069317093693
2.15,2.9959550426937778,2.7312346574557402,12.359737166791442,12.591128147488451,1.8640322917332168,1.2328365647693815
2.2,3.122682585813032,2.6338410995737744,12.403259859442933,12.809495620304478,1.8058163648197962,1.261270904562286
2.25,2.9058105972124526,2.858623276258319,12.42870029968621,12.664334820066605,1.6653352391326455,1.378712114665884
2.3000000000000003,3.094543870367985,2.870083580734267,12.654728245053578,12.85681816238705,1.5000254129175685,1.4063546158996414
2.35,3.0069887530810724,2.5938106437020565,12.45319282575441,12.733926777593544,1.874584181825262,1.3192175485205913
2.4000000000000004,2.973829195095061,2.5527430206783377,12.496544503606353,12.861312157320805,1.6128858387820657,1.2485501759687159
2.45,3.002982082484447,2.8273739281565455,12.391498146778352,12.819191306502477,1.758889711443916,1.5255337759690533
2.5,3.043691778565614,2.8619471582550617,12.493755003572378,12.878416040617747,1.741666016798087,1.31916358342476
2.5500000000000003,3.0681960097992826,2.7854742805309156,12.511138753885698,12.698630338795445,1.7237935395489903,1.4291165005952393
2.6,3.1692411071126267,2.6152975646067946,12.379268704124385,12.718205782014655,1.8847928952771822,1.486268313747441
2.6500000000000004,3.0697844257193134,2.750713722085889,12.398331571823071,12.621207568502882,1.7960742898736357,1.409910613938938
2.7,3.076069783080558,3.000589765775899,12.410760098896633,12.64444291148799,1.7643407966163625,1.293144145055225
2.75,2.9723860751536137,2.9065771895641657,12.414142166313026,12.736159805211111,1.9609885745450406,1.4859674202586854
2.8000000000000003,3.113177762281342,2.897742065530297,12.46654501356191,12.369838473436813,1.6597978038872063,1.4685516089335178
2.85,2.9098464666016346,2.6990887860663624,12.477564804672243,12.471674941826345,1.8189876256200723,1.4099000606575576
2.9000000000000004,3.2193133199955426,2.7306526251126004,12.44524367946494,12.62088209704025,1.6260722131196987,1.610398487491569
2.95,3.0433508639776554,2.491861198547624,12.357944286888142,12.682869708246743,1.7738922044186276,1.4021257753014686
3.0,2.9834464245953036,2.8143736335644096,12.390819592507443,12.600562274257554,1.7701691683964287,1.4676916798795494
3.0500000000000003,3.2429076728769823,2.5474448611408462,12.488494584102323,12.731958110755201,1.8948423609706841,1.437296898088189
3.1,3.1575145517847405,2.607712604100744,12.187962942961711,12.664884573153842,1.7697133738212167,1.5020284086203528
3.1500000000000004,3.0014194322622796,2.8772763808834894,12.45699347266707,12.51943989501527,1.6918226042842124,1.498112785200824
3.2,2.948872302071331,2.7326346719591585,12.220278907926373,12.666029183296901,1.7394420509051205,1.5629859383611955
3.25,2.9861885910241375,2.831587741842958,12.60346496060706,12.654596524252433,1.7010489252203695,1.3606146663976244
3.3000000000000003,3.0919435895181016,2.748260307653531,12.467651648328186,12.801632033919576,1.6473620110259226,1.5518321773696178
3.35,3.0751845732286416,2.646943205417869,12.509956559603971,12.690292130996628,1.8531107089712449,1.5881459209942521
3.4000000000000004,3.0833574809559408,2.8464471628905956,12.309404035295445,12.793558668162405,1.5809893283530607,1.4431886271700969
3.45,3.1066889623390135,2.7908998661214413,12.565725031036296,12.692638649235219,1.6398746825426362,1.238427641015137
3.5,3.026668756829206,2.8421839967503972,12.410020689927636,12.477472991635214,1.6993949513555806,1.325365031584692
3.5500000000000003,2.9038732899425708,2.7447856510935855,12.548862855568132,12.602429453120891,1.778808578925877,1.4595616051000704
3.6,3.146800731820204,2.877959733655059,12.332044110867901,12.55654708165677,1.7973355199027834,1.516626602544318
3.6500000000000004,2.9039809078112357,2.5634799462007734,12.347930204013723,12.661744724597321,1.5556665444024629,1.3920466220940835
3.7,3.1554890130757456,2.638285879255118,12.63751260217559,12.591376781157608,1.7740036586101673,1.366606797200456
3.75,3.0097438107195207,2.8410901650115337,12.501845493237205,12.520339712675147,1.6952001631543303,1.4233721692647028
3.8000000000000003,3.1075560921234406,2.8969583445885623,12.336064340940954,12.532821508661193,1.7479856122595876,1.4438927925742977
3.85,3.1032603315353526,2.7035269182658146,12.45688202365767,12.580946639103868,1.4889325210592468,1.4069341130322228
3.9000000000000004,3.1801896810095887,2.7772589443505966,12.390372551325838,12.625957532758893,1.7583598933834155,1.4591817771730746
3.95,3.1749144306784447,2.6898624673533367,12.450727423490381,12.760066245009325,1.7360846950333138,1.3694546488299701
4.0,3.093747350234823,2.6435743200783612,12.293750777164675,12.6550420397409,1.7283955324459277,1.453529238587481
4.05,2.978874384776489,2.708095893098173,12.453800590879798,12.651060161580883,1.6784162368739886,1.4638796878369884
4.1000000000000005,3.0482668765845338,2.7605528271977273,12.28753008016293,12.593880434501164,1.66463193328725,1.4892897009194075
4.15,3.1757722836934827,2.7582230037584896,12.597078166353059,12.74746642426034,1.6792236507128169,1.3474998140690757
4.2,3.104043310477126,2.7236575859622763,12.306241641803561,12.58864454562729,1.8674598530812447,1.5567972407366892
4.25,3.0336714520410415,2.65083981136294,12.445071881859011,12.656925792192293,1.898680441469046,1.4237086502838112
4.3,3.0959673215325134,2.7417159461961043,12.44745516163318,12.729802307539904,1.8600130726895217,1.395878251542633
4.3500000000000005,3.041725563838197,2.7968885670244057,12.34792132257102,12.653775238184343,1.663623858577886,1.4303079713118179
4.4,2.9964656850972213,2.7927773995893537,12.410298912247631,12.74841538973112,1.8618866524716309,1.2950367256296977
4.45,2.990851713991564,2.6303823436030913,12.363339009640901,12.741513693061558,1.71256864534704,1.2950747988409534
4.5,3.125299310966879,2.7350804116868055,12.511655010818929,12.858534957178628,1.6932218966414936,1.446782728228148
4.55,3.1861149836207505,2.8053301763811347,12.483703505696463,12.672215311845678,1.7769056190904926,1.4003904783884653
4.6000000000000005,2.9959703810597764,2.866989382340218,12.491055178219304,12.675638273694515,1.6792075322825128,1.5500751056246744
4.65,3.0304035397478106,2.658733376903498,12.451093679871077,12.59051694758844,1.6760689527938264,1.3458731391967778
4.7,3.041176021062386,2.73600551190282,12.3057867109684,12.480869595949903,1.7764642746136792,1.3367071885690582
4.75,2.9437893911796005,2.7453819271874806,12.535890465657808,12.688365426272284,1.7140289112785134,1.3862203863451474
4.800000000000001,3.084804945026619,2.772707257338844,12.552385006981035,12.600304055350351,1.7220518041328983,1.4719993768464121
4.8500000000000005,2.9907573056865964,2.7772696903744385,12.559685717035363,12.733650387386115,1.6675619609790961,1.4047630195723682
4.9,3.0090172518927205,2.8129060218147144,12.585765925459139,12.600135487164708,1.683845971299641,1.4922879355288619
4.95,2.9051119842055675,2.6189654992251565,12.362610437938047,12.633881670504021,1.587648460338969,1.3900007228121798
5.0,3.0019135952707616,2.893460067231909,12.334964749239916,12.686930144408313,1.8136388808884938,1.4547206354595061
5.050000000000001,3.1440392247311224,2.8239427593395,12.35925020675419,12.767283888974138,1.6888189188545373,1.4931903386058922
5.1000000000000005,3.0623527686967424,2.671886337494421,12.428282818721483,12.685339920292376,1.6134165554386233,1.3107969973231317
5.15,3.0226043610353015,2.822128263060695,12.299322784569057,12.755219665617604,1.7996276643035662,1.42401966492857
5.2,3.0855474704702743,2.8701335422065624,12.406743443978831,12.435824356908062,1.699670969317048,1.322232690038114
5.25,3.0391642171270012,2.7843727931228615,12.556490700255873,12.728103369590926,1.8596471021833516,1.3780597333284725
5.300000000000001,3.173010326557032,2.7465832619511974,12.477991556216358,12.615990550263538,1.6920978768011132,1.384661021473612
5.3500000000000005,3.073550840568756,2.6446096498127782,12.55252490834275,12.67397179244082,1.7162648570201866,1.3958232317458859
5.4,3.096286403978122,2.8769740348087676,12.461601188068583,12.619319353609912,1.6957765659959627,1.3647201112840646
5.45,3.1880569591646934,2.7374316626286546,12.376652607872641,12.774979457187616,1.7753833005953423,1.4603220964216401
5.5,3.1341717867990715,2.6881723876267065,12.435384102697094,12.510425709967807,1.8895168624002143,1.3429813490618367
5.550000000000001,3.126267793738708,2.911937119860423,12.62737211978823,12.724660256633262,1.580319233402881,1.3997969697003154
5.6000000000000005,2.998517535192997,2.6416181872434232,12.61672644375265,12.482373436176173,1.6672101825115557,1.483334878633734
5.65,2.853278227371489,2.7122137371056745,12.490159703764391,12.469850792759226,1.7934330061560297,1.4646809256025852
5.7,3.0562362283056568,2.8092445895051688,12.563085585904158,12.578026805912291,1.5095364588876374,1.4467619435064147
5.75,3.0601662563781185,2.567734653147877,12.47584915055179,12.697805431627765,1.6948256633610679,1.3115896663934654
5.800000000000001,3.1557307782517348,2.729792736992765,12.426665433777654,12.48061415509718,1.8637773830011093,1.4206128635921402
5.8500000000000005,3.053247208830843,2.7199372463336937,12.42854020899091,12.645205456025037,1.9121420296364533,1.4900637107503991
5.9,3.0649515815637836,2.8130107965092286,12.468228221794515,12.561255631140428,1.6233318872237341,1.2507294726472082
5.95,3.2248484946715803,2.6467105046639072,12.432359642194346,12.667569731606882,1.6687991695882967,1.3773531723377923
6.0,2.893839402096677,2.737684445967736,12.355280937659382,12.638485805060881,1.669634035998023,1.2966701695979737
6.050000000000001,2.9297318178079723,2.5963720615420334,12.421631832350695,12.402735405735344,1.7679756689181363,1.3797178415045888
6.1000000000000005,3.072060240672728,2.7624884838353108,12.508571548499617,12.686741259167535,1.9164132606064592,1.4336723302634846
6.15,2.9422677720833064,2.951362993116731,12.374686240969906,12.564003846582853,1.5434530739517447,1.3793710999656708
6.2,3.093412954561181,2.754004023954553,12.510686927195913,12.553415450701616,1.5305949050869148,1.476181198983371
6.25,3.1420829445280773,2.6544449330365127,12.581578449759558,12.55264032139471,1.670781813528202,1.3774820624130804
6.300000000000001,2.9591375312872086,2.7861951011783987,12.567079886876181,12.7045272986725,1.696694247250904,1.3610829332012178
6.3500000000000005,3.1855765700017584,2.8504997155510727,12.54395144249576,12.594362173299116,1.6506720112079232,1.5152033807323904
6.4,3.086600247923771,2.6077328466173495,12.443044743967217,12.592349209400371,1.7371220784640187,1.512363900762373
6.45,3.0563847100814603,2.8124326951201915,12.302448558952742,12.574838106839607,1.6991178035206955,1.5784614321551536
6.5,3.1234799717675976,2.9132843084465856,12.489247688731737,12.512661910756377,1.7816017933224517,1.3630781532500358
6.550000000000001,3.2031824931184882,2.7623489053346493,12.587868107329493,12.407893064112702,1.720777056396118,1.364147053185278
6.6000000000000005,3.1104888351675832,2.832425255300345,12.405269685391625,12.618779663836994,1.6539656912929368,1.4086628784696664
6.65,2.7523076123164145,2.894600162062583,12.430052458540843,12.590777088086329,1.5284978028637015,1.4419498041019034
6.7,3.1893990164293955,2.8685026215438767,12.665413747718567,12.655614524826078,1.873010063301194,1.5310170558139513
6.75,2.8593126627061056,2.792328190658859,12.53889350621784,12.574078370572716,1.7366351009941767,1.480571376914217
6.800000000000001,3.0057499910220646,2.9379293580064325,12.320064986843036,12.470550801490955,1.6067260642467616,1.440591866463973
6.8500000000000005,3.094131009897379,2.6689680462637697,12.536932532160627,12.632125253351003,1.8210658276098952,1.4847552824872747
6.9,3.0275072792039066,2.624177431594545,12.496754029719312,12.556975184085767,1.610178788355757,1.5079790883581712
6.95,2.966158186620882,2.567014537955819,12.47384880501454,12.48289898961498,1.6837896160066663,1.3282969730666148
7.0,3.0887331746942235,2.851067060337303,12.595101078200715,12.616065360721212,1.7429984667973948,1.424990123184673
7.050000000000001,3.0352849137368443,2.5615986127935515,12.53551774907565,12.505518688991396,1.7120135717118927,1.5948792187460876
7.1000000000000005,3.0163987569750494,2.51597009528147,12.239748697780975,12.727932485766837,1.6802944890401685,1.3160753690170224
7.15,3.0743957468481415,2.7088050709802785,12.371172090396467,12.779833259475566,1.811126794283022,1.444623114498047
7.2,2.976213103843552,2.702388999729101,12.466034652422673,12.43056912204945,1.6262431741467975,1.4360462781374495
7.25,3.0768286724166622,2.8595247250270703,12.365714986374199,12.591903001985326,1.5654555387206424,1.615928005666113
7.300000000000001,3.052512411547075,2.781267431978791,12.467727584896883,12.471773991520124,1.6186316318480976,1.4237499717142177
7.3500000000000005,2.9187175439370634,2.722170983754953,12.44476336790848,12.421404744204905,1.6938667405699879,1.6312103725304137
7.4,3.1992260363308493,2.6075283262657813,12.624432973207238,12.55541694928188,1.6786852783458568,1.339464964678277
7.45,3.032899021052248,2.90450704467149,12.539214599758989,12.826476376263567,1.6354929801714324,1.4251737299023495
7.5,3.0194896495111827,2.675779382530084,12.38003569736033,12.527990383572972,1.5960046460885426,1.4106257771815207
7.550000000000001,2.9671204917860377,2.6857802024454833,12.379063668389236,12.539467546954576,1.8990056816106173,1.4356768845197503
7.6000000000000005,3.189843671404661,2.6589440552253736,12.452765544739107,12.433400013573081,1.8435411029429722,1.5088227205491989
7.65,3.105189874982259,2.732910875581937,12.461462783470875,12.541182575608007,1.6745269116358537,1.3445497758693958
7.7,2.8919063065226815,2.789589585606522,12.31978646093533,12.55560048612988,1.5682325878968228,1.5845305263361942
7.75,3.1582207849393322,2.706094779152348,12.503955448211771,12.406226580088429,1.6389022784636837,1.5258890461479004
7.800000000000001,3.036196674332233,2.776102235230214,12.478418206475357,12.618245883246713,1.658348701359096,1.337128554209279
7.8500000000000005,3.0410775035371493,2.8449967830514002,12.351585485076724,12.763273170035937,1.6971663793726377,1.5346806891367857
7.9,3.06248418556817,2.7002377423259376,12.56463717799087,12.623920659121675,1.71858512630137,1.4741568908353566
7.95,3.053906709991959,2.535922987594881,12.605237472973359,12.745127569705097,1.6706422225159636,1.3176882869484803
8.0,2.9169254348023923,2.795800039162745,12.522803634109007,12.522891370332614,1.6341666656440852,1.4598511754241146
8.05,3.0523639899729593,2.838810302930454,12.504238148019413,12.378451611204719,1.7338603716260272,1.5599118768626619
8.1,3.161066339265934,2.596870934313235,12.40293162148765,12.657005876220138,1.7189667139012306,1.2900608848512098
8.15,3.119878146012468,2.8280760013947277,12.375784477477852,12.487635582758866,1.6121365241902605,1.4811472924817948
8.200000000000001,2.9337703104035326,2.7870127675605345,12.577929442380333,12.630059389493015,1.55055392122085,1.185942773321252
8.25,3.1763022146246835,2.666998717989968,12.461006619970178,12.609414942005236,1.7938464751867886,1.453569196308992
8.3,3.041328260193245,2.8229693168268986,12.408337901315646,12.446375352347017,1.6808291319796451,1.3892901723347182
8.35,3.076529769050389,2.927485543183938,12.305375329112291,12.596670258877017,1.6168380081707239,1.330959093321175
8.4,2.9458086968220534,2.861917017274713,12.359955978377998,12.497963999208803,1.7710711156889931,1.5680486034119978
8.450000000000001,3.093884161374899,2.7122897283808354,12.368784896174855,12.578782505216617,1.8055178941795382,1.5081701662777358
8.5,2.9945800553872775,2.7631460814166218,12.273283659876693,12.495692183929764,1.6490777315123122,1.5186093189081031
8.55,3.1919456894625617,2.6771337807639997,12.435620714550426,12.530023660484334,1.694889165095721,1.4132312956636068
8.6,3.0966363564550075,2.678601449278824,12.47143570829199,12.646595505329921,1.557426569048757,1.4171582448994129
8.65,3.148042578162592,2.601836200236215,12.654948465622793,12.461947884120795,1.6847178062192605,1.499921507015555
8.700000000000001,3.0461998136931743,2.7785163024619925,12.499924111543594,12.59969421150499,1.5533676988438718,1.3791178608585986
8.75,2.981320970417667,2.7641002250191216,12.584087707609324,12.59587575102074,1.8678504177997017,1.3903085578933265
8.8,3.1502744278709973,2.668821942417673,12.489464346458234,12.658060021716757,1.5200252398927827,1.398749675640775
8.85,3.030526114664168,2.737470323374222,12.456309665630972,12.581525011323757,1.654427369277436,1.4042711624269022
8.9,3.0801291806857867,2.810094627905718,12.492806694100153,12.46326616724989,1.693575712008515,1.318930569054242
8.950000000000001,3.1258836194693145,2.7979229648349877,12.464083819351579,12.565819138736696,1.7330912463141326,1.562210384743965
9.0,3.0990873451174106,2.6787841384700743,12.401397404604594,12.706941007695919,1.5668088676005147,1.4248172645451849
9.05,2.93928866248795,2.6040196527241486,12.373749357202827,12.547657487101082,1.8601706901894182,1.3929384593438872
9.1,3.117172946303136,2.7188935534440106,12.448373813198678,12.569143201985037,1.6577701666436364,1.5130950223132793
9.15,3.0167100060058702,2.7335216556632798,12.450888936686196,12.524570092630851,1.8267863850632626,1.3446022436313816
9.200000000000001,2.9743639355247646,2.9303962699089667,12.40796620143304,12.731859637075626,1.550391303714935,1.4395710104305903
9.25,3.0847247008057233,2.787325282802861,12.516145495285421,12.465099050125227,1.6908389565854984,1.5227035038024126
9.3,3.044796001097388,2.6520289336999165,12.527953030907863,12.476608892091294,1.6646774729653633,1.322873031246231
9.35,2.9996025165798628,2.9082467229777236,12.532220097456854,12.513442011019846,1.6014391081972648,1.342100435426409
9.4,2.933175143224078,2.603725928788757,12.26368994648625,12.592470791259796,1.5725748832781639,1.4910073857955781
9.450000000000001,3.0143576239642798,2.670624288638701,12.443067353732983,12.554539820942825,1.660668891195766,1.3738295034948924
9.5,3.0399946090804564,2.664486880929385,12.649611502915784,12.506407911302341,1.6602009880120994,1.2534009865503632
9.55,3.2142029116206934,2.848462240044562,12.557128723016199,12.668858920766988,1.6113505117701763,1.328956211903767
9.600000000000001,3.0704784338475215,2.692622385817847,12.424673853196973,12.717748494513218,1.5554962468239288,1.3444681491960035
9.65,3.246965267895285,2.5904870946733087,12.475997285394312,12.502041672730195,1.7125428455200622,1.3742501545396761
9.700000000000001,3.0975604280620717,2.760967215774021,12.484665363956122,12.505723183255851,1.8110491856304576,1.2768084804279995
9.75,3.2314558731699763,2.6699881824182174,12.231706304824975,12.65407213203858,1.7374670228165545,1.3905684640575486
9.8,2.983702662678319,2.6679223833125176,12.375733380594175,12.61390410242832,1.6306325068027696,1.189095160986314
9.850000000000001,3.011402806545598,2.6956109472167356,12.36501542345217,12.43698758144308,1.6253749838468172,1.3107278211198758
9.9,3.203799503679554,2.883876169785074,12.353737088960742,12.534105007241882,1.6080561927473918,1.4383643502971306
9.950000000000001,2.959246524442573,2.7961473856462313,12.327585069285577,12.571853806520643,1.7235240676747032,1.51178147444965
10.0,3.0207753308051197,2.701205961292882,12.3784938796017,12.708386239648595,1.520969246635011,1.4208990664629157
10.05,3.1025330236124224,2.79545896881917,12.265632329916205,12.63421231925885,1.5405943298013365,1.5709651023835332
10.100000000000001,2.9511012581002563,2.6870495984443523,12.490646242372026,12.589150757383411,1.7747077296851874,1.341937394925101
10.15,3.106449256087551,2.8727403918845864,12.561970312582893,12.371458022007765,1.6230245200084454,1.3507008704804289
10.200000000000001,3.1250201889397244,2.622844387579459,12.36690189967336,12.523755695153476,1.7822594889572336,1.5566885827840475
10.25,3.112298355522872,2.7017301655900527,12.310051061052794,12.603925093559596,1.7596673874233968,1.544091880171766
10.3,3.05266678773053,2.7232268923406804,12.311718230478897,12.558462091173666,1.705335931296737,1.3650366741644517
10.350000000000001,2.993475314087458,2.6886232210159364,12.421870507028247,12.674950502665732,1.7369588651762258,1.3238033840117744
10.4,3.179055201841802,2.6344678635721683,12.335449906116052,12.41550718522711,1.7824928103238775,1.4177554704035444
10.450000000000001,3.2897264712860084,2.735026193714006,12.297788124212085,12.490556508448147,1.6455695110880624,1.2629171734285187
10.5,3.006161489383731,2.9425344136671643,12.62938307859273,12.61588810005778,1.5856191981284689,1.4708383432892573
10.55,3.0987920294883793,2.675146624365257,12.60956180387222,12.597382252152007,1.677442502634854,1.331156210613579
10.600000000000001,3.0659559834727177,2.640070352649403,12.403007099415463,12.474888153514348,1.711475995340339,1.3948990860016897
10.65,2.8790235283169703,2.7697631354111425,12.450255187840096,12.500869265334346,1.4224988918093402,1.3312077252430357
10.700000000000001,3.1660682394640722,2.711579597284072,12.357600491893725,12.660252922837122,1.6216433181540335,1.4943208503346692
10.75,2.9509685655110927,2.8683415533093863,12.529147495382931,12.658186215223125,1.5705485964736767,1.290570395922211
10.8,2.9267813421620232,2.7251639122909284,12.562986865079164,12.581416193285147,1.4441397957198128,1.5383286864808048
10.850000000000001,2.973825179066071,2.827022765508347,12.485725254791044,12.546551109743978,1.6363520605096638,1.489672943918376
10.9,3.0972841312848804,2.7230673625302537,12.52192506743527,12.607235567596556,1.8249144761977527,1.3113485886806326
10.950000000000001,3.1291908572282043,2.742815172662372,12.36952570376125,12.614970646504453,1.5789865273813373,1.3502262769875972
11.0,3.1426049167050225,2.7401136572981497,12.508585031656247,12.610406321255594,1.7281373151419641,1.504148557246429
11.05,2.91078725716466,2.9120222992709333,12.281154117942027,12.421115637738831,1.5564333434756827,1.3529571855018248
11.100000000000001,3.0189347612798483,2.6403441223059474,12.667072456475749,12.695294993620838,1.5667324290505413,1.3304087044290807
11.15,3.053274483258611,2.7480477097414022,12.346167486295,12.612614190504674,1.5036828056100668,1.4159635074986
11.200000000000001,3.1497647993599913,2.9792922344290593,12.448824451601501,12.464315167093078,1.6734889954716419,1.3911477811573196
11.25,3.2498205267320177,2.812924094445025,12.619944709486365,12.549507826864302,1.5939413041917034,1.3540010878441673
11.3,3.119213663256064,2.7474040547758545,12.490428693909555,12.449551601441124,1.5141869836557968,1.6202125683811182
11.350000000000001,3.14786655678221,2.828858608644484,12.472867718154315,12.581351645932621,1.6231405901964684,1.4010039412185338
11.4,3.073322470105103,2.6984315745524423,12.369169503732602,12.465793398445111,1.5203646169782987,1.4767330014015132
11.450000000000001,3.0804120731876004,2.7927355673881906,12.46832960527534,12.540108940711503,1.6613562021644062,1.3994288422546992
11.5,3.0229845009138567,2.65044569888931,12.499247089068787,12.50187472481334,1.580675449970624,1.3427932124393651
11.55,3.0788385409111996,2.6169582953599133,12.575463557389332,12.54878051423799,1.6495075784749857,1.457482604326019
11.600000000000001,2.9986622077915146,2.7659391335748933,12.574412523626341,12.4112171357661,1.7068820781139242,1.626514766183034
11.65,3.0520502718411153,2.8139366935996124,12.437833161054066,12.591586447791915,1.5649728098287945,1.2214038200323711
11.700000000000001,3.1727723806409247,2.7183698583367515,12.507348847884186,12.51521702460752,1.564854895163494,1.4456709863856019
11.75,3.2115592829055806,2.7339954884442137,12.414884678698296,12.432778661239343,1.534596875950712,1.4874357112021837
11.8,3.168545566582465,2.7907393652109005,12.284180352212227,12.590664613270889,1.6493131403244445,1.5144506382141822
11.850000000000001,3.125727438709468,2.5808816617094843,12.474552200141254,12.537416680354408,1.5802636107587467,1.7081169103167955
11.9,3.0070259607661494,2.7013773646138204,12.329836127282505,12.455412006209441,1.565497518627628,1.4286959716809873
11.950000000000001,2.8912534752677796,2.708496860772975,12.505376999067149,12.583236525817384,1.4873528638990203,1.5529003253504887
12.0,3.0118470925500267,2.6688908164396534,12.550765326828285,12.640280849937781,1.5539694656208385,1.3123840080280118
12.05,3.0145982311206776,2.7660900020359827,12.44024920956364,12.533077605929428,1.505430608315324,1.4621257257446367
12.100000000000001,3.022049798190928,2.8428428551562424,12.507948698869475,12.44238054917392,1.6880903958406281,1.2974497346094611
12.15,3.270112009934877,2.6761564236827553,12.48667282325014,12.514385999774733,1.653728394934798,1.4282351066802401
12.200000000000001,3.0913222412072745,2.8275128863083347,12.546828784011906,12.439162777524793,1.491900265818409,1.4178049138242754
