Tiempo [s],h1_Real [cm],h1_PINN [cm],h2_Real [cm],h2_PINN [cm]
0.05,12.352132774275526,12.345555648818076,12.571186809250898,12.70480136236091
0.1,12.444601129044768,12.351700998314486,12.65144676472998,12.57129959254302
0.15000000000000002,12.462686261434751,12.444487297200494,12.683675369343847,12.65121122835196
0.2,12.468740545455741,12.462796168043017,12.654748012694952,12.682754409643541
0.25,12.476079951746229,12.468522302333616,12.695143124637797,12.654318065338247
0.30000000000000004,12.492780260872076,12.47593942829709,12.685985869052061,12.694633418930861
0.35000000000000003,12.481599618622731,12.492408148498379,12.680680692537571,12.68552102741713
0.4,12.448396047218713,12.481307581063627,12.685417590806676,12.680087489807738
0.45,12.436675292494467,12.448393692077108,12.681682656812331,12.68469478075772
0.5,12.443795670615627,12.436853498209297,12.677100290346797,12.680816530977806
0.55,12.441515893541332,12.443992717463301,12.68178983209545,12.67606343179381
0.6000000000000001,12.445160867699716,12.441829127374888,12.685322877765778,12.680619627550676
0.65,12.433158281029991,12.445649167059294,12.681008449508045,12.683962000914985
0.7000000000000001,12.435868263970923,12.433532748545295,12.67788042670998,12.679871893017275
0.75,12.418459057221767,12.435999366853638,12.683173140982246,12.677010562202788
0.8,12.41431871827899,12.41878014152734,12.675461505494422,12.682101388151036
0.8500000000000001,12.410462566423297,12.414537746448318,12.675351837762857,12.674473249686109
0.9,12.40516977818814,12.410742828274373,12.675045266604162,12.674277592483202
0.9500000000000001,12.399608503809938,12.405446899850409,12.675032804361939,12.673976006221396
1.0,12.412027165496667,12.399890335755417,12.673457576944903,12.673972267548729
1.05,12.406100059122384,12.412338044188616,12.673356632782895,12.67235716095658
1.1,12.405309516590078,12.406473741590483,12.676130727901818,12.672197644256121
1.1500000000000001,12.398795194908779,12.405704395332629,12.673463808066016,12.674954292235931
1.2000000000000002,12.396812950724001,12.399128839969583,12.683662907101624,12.6723359751448
1.25,12.400739756827866,12.397059455545396,12.682404220637064,12.68266343527531
1.3,12.392728350132558,12.401093028068717,12.68017347927908,12.68129383485496
1.35,12.393315565439574,12.393148350385571,12.684430581222584,12.679074309514979
1.4000000000000001,12.397499081978456,12.393815640507178,12.677778236323748,12.683246668211364
1.4500000000000002,12.399145325960824,12.397982671054821,12.67996535983395,12.676629217590753
1.5,12.401237476753865,12.399651681406043,12.679921741986167,12.678788924168064
1.55,12.401421177799108,12.401813701400053,12.68420501463834,12.678681748884943
1.6,12.398648391082025,12.40205706603264,12.68714236513039,12.682937604604223
1.6500000000000001,12.40528125489081,12.399246597049867,12.684052975283215,12.685879939993162
1.7000000000000002,12.398098072993498,12.405900657133103,12.684286019212793,12.68282295197577
1.75,12.40377474931038,12.398792839767173,12.690626808056045,12.683011131833341
1.8,12.402123795044801,12.404490712358506,12.689444141269048,12.68933821221015
1.85,12.396665361850046,12.402848393612146,12.688276429172717,12.688150560526262
1.9000000000000001,12.399369849460564,12.397343642632482,12.680995987265822,12.68699281822371
1.9500000000000002,12.402740842145487,12.39990760679386,12.678230615716457,12.679850707205494
2.0,12.40615265728491,12.403259758345937,12.683402446239157,12.67712396860702
2.0500000000000003,12.404830637796923,12.406740657639126,12.682771856782653,12.682203578537267
2.1,12.402903346916279,12.405420208245545,12.682974991330894,12.681592928668323
2.15,12.401367794589378,12.403492132317698,12.679707391419926,12.68178983209545
2.2,12.401434523601539,12.401865514515379,12.684288511661238,12.678610714104268
2.25,12.40238914099904,12.40189534630905,12.683589379872506,12.683219251278473
2.3000000000000003,12.411163613574585,12.402829552479302,12.689612381539064,12.682528843059297
2.35,12.412615165850884,12.411633071801317,12.691142744884093,12.688515704223406
2.4000000000000004,12.415495504034626,12.413035166103896,12.696982551589967,12.690085946743551
2.45,12.414676699803053,12.415861336030707,12.701151171613684,12.695925753449425
2.5,12.417359206091916,12.415117111283314,12.707164203486462,12.70002333869247
2.5500000000000003,12.420523731362744,12.417786271769746,12.706876325691102,12.70605381770436
2.6,12.419138123051404,12.420965712937408,12.707256424078915,12.70576095501211
2.6500000000000004,12.418443356277729,12.419624852316577,12.704381384797983,12.706104912897477
2.7,12.418187430889914,12.418930870590104,12.70238617981802,12.703239843410323
2.75,12.418053187818389,12.418635692842193,12.70350528916968,12.701311934538367
2.8000000000000003,12.419653899063047,12.418519505856313,12.692491159492663,12.702434782562692
2.85,12.421559208622039,12.420128852620191,12.685226918500659,12.691436853800566
2.9000000000000004,12.42233562030471,12.421986274299867,12.683118307116462,12.684211245759453
2.95,12.420230908756437,12.422865527165987,12.683109583546907,12.682006675110138
3.0,12.41927315117013,12.4207553202873,12.680420231675102,12.681971780831912
3.0500000000000003,12.42152231140355,12.419811693550628,12.682095157029924,12.679266228045218
3.1,12.413953671330109,12.422077339775287,12.681536848578316,12.680937414727373
3.1500000000000004,12.415344774971862,12.41458013899722,12.676297721947611,12.680304332822425
3.2,12.409054191743103,12.415983803394202,12.67596622630447,12.675058975070607
3.25,12.41531023289498,12.409755238894391,12.675278310533738,12.674652705974125
3.3000000000000003,12.41699101895423,12.415963392166953,12.679336016601669,12.67400466937851
3.35,12.419971058132612,12.417707767049556,12.679687451832368,12.677996325562656
3.4000000000000004,12.416432850393685,12.420722348304821,12.683331411458482,12.678310374066685
3.45,12.421202012145178,12.417233598539614,12.6836280128234,12.681906977172352
3.5,12.420845600715518,12.42194545184537,12.67705418005057,12.682260904851494
3.5500000000000003,12.424921565787741,12.421546647866808,12.674677630458572,12.675739413496004
3.6,12.421968218214225,12.425588070862148,12.670920264428226,12.673379064818896
3.6500000000000004,12.419617001844557,12.422677115837532,12.67062989418442,12.669607990322104
3.7,12.426528557410014,12.420315693854242,12.668115013703744,12.669277740903183
3.75,12.428914315856563,12.427192707342815,12.663434195524644,12.666807724494511
3.8000000000000003,12.425975884179882,12.42955569942051,12.65930046977915,12.662154323248304
3.85,12.426953267946237,12.42663061354626,12.656822976025145,12.658028074848145
3.9000000000000004,12.425797678465052,12.427616632831837,12.655848428683276,12.655525656609692
3.95,12.426584295761348,12.426490875144323,12.659137214406025,12.654539893249822
4.0,12.422396068939255,12.427275922346215,12.659007607086902,12.657827432748348
4.05,12.42338601346084,12.423121452553803,12.658757116018212,12.657665423599445
4.1000000000000005,12.419108291257732,12.424113752216995,12.656714554517801,12.65739623916742
4.15,12.424707247901624,12.419871357137971,12.659569654211175,12.655315044716117
4.2,12.42098298397585,12.42545618293223,12.657340159077414,12.658198807566604
4.25,12.421739769478474,12.421769601272146,12.657326450610968,12.655934418154619
4.3,12.422547583049221,12.42250597554752,12.659603302265179,12.655939403051507
4.3500000000000005,12.420205002198776,12.423305153599046,12.659420107304495,12.658236194293275
4.4,12.419894123506825,12.420978273692638,12.662211649562531,12.658034305969256
4.45,12.418121486924953,12.420620292168575,12.664697866886094,12.660870712299296
4.5,12.421052853176818,12.418817823793033,12.670773209969989,12.663369391865082
4.55,12.423015471181548,12.421777451744164,12.670818074041993,12.669416071791863
4.6000000000000005,12.425146089287482,12.423744780032106,12.670968867172896,12.669480875451425
4.65,12.425958613141441,12.425906800026116,12.668451494243774,12.669601759200992
4.7,12.422197451997176,12.426683996755989,12.662580531932344,12.667104325859428
4.75,12.42575450086895,12.422882798204428,12.663388085228418,12.661269504050445
4.800000000000001,12.429714278955291,12.426413940518538,12.661415312284458,12.662092012037187
4.8500000000000005,12.433777683272284,12.430375288699285,12.663673470575333,12.660122977765894
4.9,12.438528003890932,12.434419851883431,12.661686989164927,12.66238612095366
4.95,12.436156376294017,12.439172527643684,12.660818370881959,12.660395900870586
5.0,12.432994991211999,12.436790694433146,12.661634647747588,12.659504850551615
5.050000000000001,12.430691662721648,12.433642655153559,12.664933403264117,12.660317388744579
5.1000000000000005,12.430616298190266,12.431397420156149,12.665571470065952,12.663570033964879
5.15,12.426517566749189,12.431300074303113,12.668370489669323,12.664221809233162
5.2,12.425899734601298,12.427213118570064,12.661111233574207,12.667003381697418
5.25,12.429975699673522,12.426559959298089,12.663202397819289,12.65980145191653
5.300000000000001,12.431474354781933,12.430602952387833,12.661728114564264,12.661932495336728
5.3500000000000005,12.435250431823034,12.432102392543447,12.662110705400522,12.660469428099704
5.4,12.436073161290617,12.435858058357297,12.660775999258398,12.660859496281295
5.45,12.43421966484695,12.43666822706965,12.664337708085839,12.659554699520507
5.5,12.434255777018237,12.434864188599702,12.659537252381396,12.663084006518167
5.550000000000001,12.440277874103948,12.434857908222087,12.661568597863806,12.658338384679507
5.6000000000000005,12.445779484894807,12.440887070732618,12.655981774675066,12.660377207507251
5.65,12.447162738064542,12.446363560013015,12.650178108471641,12.654792876766956
5.7,12.450777095382051,12.447712271105866,12.647928673750323,12.64901413504798
5.75,12.451558217347934,12.45133290880099,12.649483961579799,12.64674351451488
5.800000000000001,12.450782590712464,12.452078703642789,12.64422115668887,12.648312510810802
5.8500000000000005,12.450089394033194,12.451296796629704,12.644251066070206,12.643083353973875
5.9,12.450654628018556,12.45061851584727,12.641665150808855,12.643112017130989
5.95,12.450084683749983,12.451124086245288,12.642471457880708,12.640577197062754
6.0,12.447130551129263,12.450571413015156,12.642348081682696,12.641369795668162
6.050000000000001,12.446336083360949,12.447572532703928,12.634881952366673,12.641268851506151
6.1000000000000005,12.448275149949621,12.446724681725886,12.636498305183045,12.633832631571465
6.15,12.445982027072896,12.448660608125751,12.63424014689217,12.635473908872283
6.2,12.447998028287355,12.446365130107418,12.631721527738826,12.633204534563406
6.25,12.452158778457381,12.448409393021146,12.629257742451264,12.63065226735606
6.300000000000001,12.455738593698008,12.452552872152731,12.631603136437704,12.628212160328722
6.3500000000000005,12.45848625890463,12.456098145316474,12.630442901686708,12.630578740126943
