Tiempo [s],h3_Real [cm],h4_Real [cm],h3_Classical [cm],h4_Classical [cm]
0.0,4.931781417478534,4.840666595139034,4.8,4.9
0.05,4.881321592970414,4.852136865160296,4.798441303283024,4.899886358116282
0.1,4.820275123422082,4.87862625282861,4.796278198016805,4.899971507278155
0.15000000000000002,4.6493434695292235,4.923487517985476,4.7943999130497446,4.899687472718318
0.2,4.818689563249084,4.819414698773466,4.792648618863474,4.899323201281498
0.25,4.9248743517955615,4.887095907232593,4.790648458753179,4.899236022165723
0.30000000000000004,4.582399519528987,4.821889872751218,4.788674353144682,4.898793073553985
0.35000000000000003,4.679118952915909,4.853069167942575,4.7867348509817,4.898399338314131
0.4,4.8245363737266835,4.878481026521535,4.785097234508381,4.898453902432886
0.45,4.896133175692148,5.01336671549159,4.783898021680146,4.898159262315392
0.5,4.5054766971662135,4.928187896709089,4.782314623959212,4.897498715704464
0.55,4.658615879383437,4.916268002447547,4.780300160762713,4.897020925065487
0.6000000000000001,4.803214539868928,5.1009656816866595,4.778289835214045,4.896782339817383
0.65,4.9130704770536076,4.7461271732414385,4.7768495277402705,4.896563100440548
0.7000000000000001,4.650919888582556,4.583287087974903,4.7754414356637405,4.896615144040867
0.75,4.6413952159516825,4.923880737109488,4.773668670887025,4.896677425061472
0.8,4.812252074864926,4.8120246405098355,4.7717713551935015,4.896450626455541
0.8500000000000001,4.775407506682732,4.9786112939948355,4.769951341143497,4.895931770398314
0.9,4.832364379132729,4.835269601467906,4.767766110409964,4.895682387626279
0.9500000000000001,4.826995027482883,4.885928174040263,4.765927974952591,4.895384724495282
1.0,4.614544874091342,4.995513746095518,4.764676533204579,4.8948958541918834
1.05,4.721364577492373,4.9216351548092145,4.7631807437197144,4.894572921037433
1.1,4.7474458916333315,4.917081777898225,4.761767117708644,4.894216271830348
1.1500000000000001,4.717735500087076,4.76912428101418,4.760443730470738,4.8937147453222725
1.2000000000000002,4.8465429723753655,4.612416450223476,4.7589884228639185,4.893519456113208
1.25,4.655038055248703,5.112351299873962,4.7578040157268795,4.893265324268266
1.3,4.807129224454358,4.889342502180333,4.75702065511653,4.893025502986332
1.35,4.6477632139804905,4.947698794151758,4.75578917893131,4.893129546149388
1.4000000000000001,4.772362059415275,4.897175140091082,4.753978570579151,4.893153843648431
1.4500000000000002,4.797651913230469,4.952878569531187,4.752233158971922,4.893003964844591
1.5,4.766775001879246,5.057641296837608,4.750659717385641,4.892727023766987
1.55,4.775276061792831,4.966365065131944,4.749363447147321,4.892527057880951
1.6,4.695534842606694,4.801470545252834,4.748017124673634,4.892206037575839
1.6500000000000001,4.64586694012175,4.9007916162339935,4.746863236220361,4.892296567246942
1.7000000000000002,4.781051241804952,4.956141458900059,4.745859146191515,4.892652445729643
1.75,4.706299736106731,4.915791413210379,4.744525307533378,4.892721695949908
1.8,4.704667907107488,4.880556902240064,4.74302485443396,4.892710873737669
1.85,4.5836561929149475,4.7332499794239,4.741465607684374,4.892506573624061
1.9000000000000001,4.739774590875249,4.659513044429955,4.740010650596846,4.892109150851328
1.9500000000000002,4.782322542258198,4.8495521096550505,4.738441408652683,4.891905839720148
2.0,4.720404996838365,5.074593233190647,4.736571358887099,4.891602359911342
2.0500000000000003,4.756479019137933,4.851143073175091,4.734883130420376,4.8913609916939915
