Tiempo [s],h1_Real [cm],h1_Koopman [cm],h2_Real [cm],h2_Koopman [cm]
0.0,12.345720491220051,12.345720491220382,12.704145693768995,12.704145693786998
0.05,12.35219665482018,12.34660534192035,12.569857137963842,12.703832229290434
0.1,12.537900054373226,12.34778905401417,12.732426958747649,12.702456311760098
0.15000000000000002,12.49894617069396,12.349093838388779,12.748293755323537,12.701140876534003
0.2,12.486877920795486,12.349995806773327,12.56808090182734,12.69995509304795
0.25,12.505290868655761,12.350974287128883,12.855915854139733,12.69880314796488
0.30000000000000004,12.575539080587127,12.351934594572347,12.640608803900866,12.697618000690873
0.35000000000000003,12.41540854403686,12.352755022888273,12.649278503377237,12.696461572706989
0.4,12.220200956198003,12.353593968588617,12.71797297971039,12.69529024179509
0.45,12.345121969217384,12.354509667095112,12.652500100608185,12.694196317240047
0.5,12.505987315522145,12.35535995110564,12.637079334643643,12.693158807922554
0.55,12.419543316896107,12.356121456664768,12.72700027168177,12.692107219869834
0.6000000000000001,12.48353390457682,12.356910838254944,12.722516029941172,12.691040783698476
0.65,12.296365306724955,12.357675811103428,12.63184275708353,12.689964344233749
0.7000000000000001,12.469054768912482,12.358463740564291,12.639570463980686,12.688949521018323
0.75,12.190888522582476,12.35929350934313,12.75237053384733,12.687937416277302
0.8,12.356860741688692,12.360137677403836,12.568451028770946,12.686922160508633
0.8500000000000001,12.353933660222637,12.360955255988198,12.67374192986764,12.685897522835537
0.9,12.323569723896004,12.361728021606886,12.670307314254897,12.684885213843467
0.9500000000000001,12.3097903083143,12.362518592740205,12.674846746905393,12.68383702332289
1.0,12.621437050436025,12.363287442470241,12.646897730891963,12.682807403515794
1.05,12.302084455556697,12.364030327262018,12.67157013142232,12.681807812852858
1.1,12.390909757783291,12.3647729457532,12.726662467486126,12.680812169781868
1.1500000000000001,12.276012458330365,12.36549616544426,12.623192739018673,12.679838474415718
1.2000000000000002,12.35822762709035,12.366195240086371,12.882167503371782,12.678875265211085
1.25,12.479475176037022,12.366928581700575,12.657168259698716,12.677922054346048
1.3,12.227544830829125,12.36762522701295,12.63417116081886,12.676999257161377
1.35,12.405754498500182,12.368356446006073,12.774509147200293,12.676118218614326
1.4000000000000001,12.488189921331772,12.369099398311096,12.533548621610404,12.67522864328488
1.4500000000000002,12.435658687245239,12.36985949758597,12.72848677658823,12.674333058504185
1.5,12.44863239510511,12.370609465311817,12.678924610272716,12.673436042688989
1.55,12.405657142235631,12.371355805010985,12.783185301471024,12.67254557272777
1.6,12.333391831648802,12.37210601028613,12.75626846409079,12.671675383246482
1.6500000000000001,12.56413841429031,12.372834180334616,12.610064510925286,12.670802793803432
1.7000000000000002,12.223241824359555,12.373598432605489,12.68994702250582,12.669953345187418
1.75,12.54407880620959,12.374378033782586,12.847358269827245,12.669113650946025
1.8,12.360733933324855,12.375167700716116,12.659784893269071,12.668279354881303
1.85,12.257966789404506,12.375963170592485,12.658604127522093,12.667448538612943
1.9000000000000001,12.468945578718818,12.376741036242445,12.493682200647005,12.666608826341937
1.9500000000000002,12.49050735989126,12.377506527028055,12.606245149582923,12.665772361331724
2.0,12.495971106981827,12.37828515988315,12.819535121402684,12.664931595784267
2.0500000000000003,12.369654260023596,12.379047618425824,12.666002011593735,12.664082120062192
2.1,12.351165761702447,12.37981846201767,12.688439883562406,12.663242016025173
2.15,12.359737166791442,12.380587816200446,12.591128147488451,12.662393831899998
2.2,12.403259859442933,12.381341552795206,12.809495620304478,12.661546796574351
2.25,12.42870029968621,12.382098841370775,12.664334820066605,12.660690282831032
2.3000000000000003,12.654728245053578,12.382827771704013,12.85681816238705,12.659849105082507
2.35,12.45319282575441,12.383556736213507,12.733926777593544,12.659024024418839
2.4000000000000004,12.496544503606353,12.384273100848391,12.861312157320805,12.6581846094265
2.45,12.391498146778352,12.384972517257605,12.819191306502477,12.657327065837226
2.5,12.493755003572378,12.385659627451695,12.878416040617747,12.656481371021561
2.5500000000000003,12.511138753885698,12.386340565730727,12.698630338795445,12.6556507658202
2.6,12.379268704124385,12.387018934636577,12.718205782014655,12.65482666494342
2.6500000000000004,12.398331571823071,12.38770885995298,12.621207568502882,12.6539911211236
2.7,12.410760098896633,12.38839592742267,12.64444291148799,12.65315864567483
2.75,12.414142166313026,12.38908098111865,12.736159805211111,12.652355067604775
2.8000000000000003,12.46654501356191,12.389749762782289,12.369838473436813,12.65156954449969
2.85,12.477564804672243,12.390422134214882,12.471674941826345,12.65080062062855
2.9000000000000004,12.44524367946494,12.39107010222887,12.62088209704025,12.650027205936656
2.95,12.357944286888142,12.391736635641115,12.682869708246743,12.64925293439904
3.0,12.390819592507443,12.392397073887812,12.600562274257554,12.648453437116332
3.0500000000000003,12.488494584102323,12.393043345684212,12.731958110755201,12.6476623513281
3.1,12.187962942961711,12.393710955436926,12.664884573153842,12.646852564897488
3.1500000000000004,12.45699347266707,12.394387498765623,12.51943989501527,12.646030811132789
