Time_s,h1_ref,h2_ref,h1_pinn_nmpc,h2_pinn_nmpc,v1_pump,v2_pump
0.0,12.0,12.0,12.391593776427959,12.690855038183935,2.5,2.5
0.20002667022269635,12.009426019256072,12.009426019256072,12.377406778107284,12.678242982550088,2.0,2.0
0.4000533404453927,12.018851945456325,12.018851945456325,12.351794998843424,12.662410714432468,1.5,1.5
0.600080010668089,12.028277685545861,12.028277685545861,12.319716242779009,12.635078343062995,1.0,1.0
0.8001066808907854,12.037703146471618,12.037703146471618,12.282901664340038,12.601158987729047,0.5,0.5
1.0001333511134818,12.04712823518329,12.04712823518329,12.24744636799257,12.5650884531365,1.0,0.0
1.200160021336178,12.056552858634248,12.056552858634248,12.203454187757439,12.528381193447197,0.5,0.0
1.4001866915588745,12.06597692378245,12.06597692378245,12.169770251104563,12.492961426682852,1.0,0.0
1.6002133617815708,12.075400337591374,12.075400337591374,12.145111119371261,12.455354221028818,1.5,0.0
1.800240032004267,12.084823007030918,12.084823007030918,12.129770665296576,12.418281667301729,2.0,0.0
2.0002667022269636,12.094244839078339,12.094244839078339,12.107189284885877,12.385146495372137,1.6074530777333365,0.5
2.20029337244966,12.103665740719155,12.103665740719155,12.094962302878661,12.360587572199671,2.1074530777333362,1.0
2.400320042672356,12.11308561894807,12.11308561894807,12.085786514314291,12.342689693445704,2.6074530777333362,1.5
2.6003467128950524,12.122504380769893,12.122504380769893,12.081174815431847,12.329141373827687,3.1074530777333362,2.0
2.800373383117749,12.13192193320045,12.13192193320045,12.092890524631278,12.310179672789484,3.6074530777333362,1.5
3.0004000533404453,12.141338183267514,12.141338183267514,12.11299286496377,12.298898010930232,4.107453077733336,2.0
3.2004267235631416,12.150753038011707,12.150753038011707,12.14075578622446,12.294225044506263,4.607453077733336,2.5
3.400453393785838,12.160166404487434,12.160166404487434,12.174950189422606,12.289234356862789,5.107453077733336,2.6149643413558796
3.600480064008534,12.169578189763783,12.169578189763783,12.210266712464858,12.289100151576323,5.439097052924729,3.0081153331153208
3.800506734231231,12.178988300925461,12.178988300925461,12.258977009673416,12.28322656312791,5.939097052924729,2.5081153331153208
4.000533404453927,12.188396645073698,12.188396645073698,12.299947318215247,12.2725793355167,5.439097052924729,2.0081153331153208
4.200560074676623,12.197803129327168,12.197803129327168,12.33318351256822,12.254039435549453,4.939097052924729,1.5081153331153208
4.40058674489932,12.207207660822908,12.207207660822908,12.372692085510632,12.2442818422845,5.439097052924729,2.0081153331153208
4.600613415122016,12.216610146717231,12.216610146717231,12.418853918377646,12.237654664589344,5.939097052924729,2.5081153331153208
4.800640085344712,12.22601049418665,12.22601049418665,12.46077516098584,12.242036218734988,5.439097052924729,3.0081153331153208
5.0006667555674085,12.235408610428777,12.235408610428777,12.494621158809766,12.248733774246768,4.939097052924729,3.5081153331153208
5.200693425790105,12.244804402663267,12.244804402663267,12.515311626174098,12.264563268407318,4.439097052924729,4.00811533311532
5.400720096012802,12.254197778132706,12.254197778132706,12.53243978380825,12.282144663570385,4.107237559588522,4.50811533311532
5.600746766235498,12.263588644103544,12.263588644103544,12.54596092275137,12.310880751286389,3.6072375595885218,5.00811533311532
5.800773436458194,12.272976907867006,12.272976907867006,12.54516650292269,12.328854289645852,3.1072375595885218,4.50811533311532
6.000800106680891,12.282362476740003,12.282362476740003,12.535643707717387,12.342291988850214,2.6072375595885218,4.00811533311532
6.200826776903587,12.291745258066053,12.291745258066053,12.533424120335875,12.363232055190831,3.1072375595885218,4.50811533311532
6.400853447126283,12.301125159216193,12.301125159216193,12.524698368573963,12.383297898037508,2.6072375595885218,4.363187714171695
6.6008801173489795,12.310502087589892,12.310502087589892,12.524647919328606,12.41094456529316,2.894252113053734,4.863187714171695
6.800906787571676,12.319875950615973,12.319875950615973,12.523223044839314,12.442652999860368,3.044520729974742,5.363187714171695
