Time_s,h1_ref,h2_ref,h1_real_pid,h2_real_pid,h1_measured_pid,h2_measured_pid,v1_pump,v2_pump
0.0,12.0,12.0,12.262967519550699,12.783158403008974,12.41392539870927,12.806422058910076,3.0,3.0
0.2,12.00942476245764,12.00942476245764,12.26213451132499,12.782530049622416,12.381986375880155,12.781887949206428,2.9,2.9
0.4,12.018849431896676,12.018849431896676,12.259633480239941,12.780644085611385,12.328264792717482,12.57172436163731,2.8000000000000003,2.8000000000000003
0.6000000000000001,12.028273915299431,12.028273915299431,12.255545041899962,12.777499191790444,12.203146856374973,12.747924708641351,2.7444441342734627,2.7000000000000006
0.8,12.037698119650058,12.037698119650058,12.250933804575032,12.773095723661731,12.14776728764735,12.902658792481526,2.6770048042934906,2.6000000000000014
1.0,12.047121951935463,12.047121951935463,12.24468711003214,12.76743388230303,12.351075157062382,12.943711313594676,2.577004804293491,2.5000000000000018
1.2000000000000002,12.056545319146224,12.056545319146224,12.237357791014237,12.760512689441248,12.274225766403656,12.810613173129452,2.5970376173479046,2.400000000000002
1.4000000000000001,12.065968128277515,12.065968128277515,12.229890708365659,12.752334453030352,12.361730699733133,12.890708035101735,2.5066977940929323,2.3000000000000025
1.6,12.075390286330013,12.075390286330013,12.221963599268534,12.742900287047625,12.224849721183723,12.776752337918214,2.578737934727151,2.200000000000003
1.8,12.08481170031082,12.08481170031082,12.215538456102857,12.732215181291245,12.294030114012573,12.69357482408472,2.6349758416322957,2.100000000000003
2.0,12.094232277234385,12.094232277234385,12.21000701413113,12.720284972849157,12.217717252016687,12.82860322025361,2.7303264740433892,2.0000000000000036
2.2,12.103651924123417,12.103651924123417,12.206072723336193,12.70711586008517,12.062592827406041,12.833534697593334,2.8303264740433893,1.9000000000000037
2.4000000000000004,12.113070548009803,12.113070548009803,12.202584396316945,12.692714033893918,12.32198038802997,12.858878509254916,2.764820518172361,1.8000000000000036
2.6,12.12248805593553,12.12248805593553,12.19807151333989,12.677268898216646,12.029062866344063,12.618386170071219,2.7921494536631646,1.7774093695898645
2.8000000000000003,12.131904354953594,12.131904354953594,12.194917638111741,12.662352055875704,12.003843036806002,12.631312804580144,2.892149453663164,1.7827110851015622
3.0,12.141319352128928,12.141319352128928,12.193318103554539,12.647024045544981,12.078354530646118,12.687580399371491,2.9700607572660447,1.7876374221137423
3.2,12.15073295453931,12.15073295453931,12.192379518781626,12.632113272837408,12.121191149876672,12.691209801656365,3.032702056999229,1.8120150453288277
3.4000000000000004,12.16014506927628,12.16014506927628,12.192954499692394,12.618007233920194,12.004214281940314,12.611891395913256,3.1327020569992285,1.9116959936021
3.6,12.169555603446074,12.169555603446074,12.194781873718167,12.605193794907208,12.121429388181394,12.550954113653415,3.1446095574787325,2.0116959936021
3.8000000000000003,12.178964464170512,12.178964464170512,12.196062517409962,12.593670791509053,12.02855185664988,12.568491688296554,3.1722203938283076,2.1116959936020985
4.0,12.18837155858794,12.18837155858794,12.197849538748676,12.583435897518523,12.332941368075389,12.525842081173197,3.1277953915638,2.2116959936020977
4.2,12.197776793854134,12.197776793854134,12.198037314215721,12.573528886589761,12.24611996703152,12.681916768472743,3.0277953915638,2.137187955402627
4.4,12.207180077143217,12.207180077143217,12.19649879319474,12.562659585364155,12.232784590988727,12.457030405326405,2.9277953915637998,2.126054880322566
4.6000000000000005,12.216581315648583,12.216581315648583,12.193386798758507,12.552679872966475,12.247162088222447,12.515935025067344,2.8872196750158867,2.226054880322566
4.800000000000001,12.225980416583798,12.225980416583798,12.189657378287732,12.54389912062293,12.18132209884885,12.514421139692328,2.8028638890095894,2.2855842161409847
5.0,12.235377287183535,12.235377287183535,12.18547506298967,12.534704428351395,12.193120591904568,12.592848452950012,2.875382567147974,2.18619510867031
5.2,12.244771834704473,12.244771834704473,12.182880921083246,12.525068624491327,12.238784377908793,12.482356209070511,2.975382567147974,2.2455790697868356
5.4,12.254163966426221,12.254163966426221,12.181905484295424,12.51665725233971,12.160785839394126,12.360883144485037,3.075382567147974,2.3455790697868357
5.6000000000000005,12.26355358965223,12.26355358965223,12.182403619540727,12.50897702708928,12.267749371656826,12.740120933320032,3.115704233357723,2.313632908291292
5.800000000000001,12.272940611710709,12.272940611710709,12.183111807128824,12.500210247446304,12.08057957347892,12.554861453188247,3.1784530871392986,2.213632908291292
6.0,12.282324939955544,12.282324939955544,12.184970149494495,12.490283550264767,12.219731762636163,12.578120676211046,3.180590223497002,2.1598016485800504
6.2,12.291706481767198,12.291706481767198,12.185804049693978,12.480899832553714,12.121806611782056,12.540001874643005,3.1607660675567324,2.2598016485800505
6.4,12.301085144553644,12.301085144553644,12.187652531794111,12.4727996623959,12.21605542312651,12.51838764095171,3.2607660675567325,2.3598016485800506
