Time [s],h1_Real [cm],h1_PINN [cm],h2_Real [cm],h2_PINN [cm]
0.05,12.35219665482018,12.345725,12.569857137963842,12.70358
0.1,12.537900054373226,12.352109,12.732426958747649,12.569308
0.15000000000000002,12.49894617069396,12.444786,12.748293755323537,12.649716
0.2,12.486877920795486,12.462932,12.56808090182734,12.682106
0.25,12.505290868655761,12.468753,12.855915854139733,12.653253
0.30000000000000004,12.575539080587127,12.476162,12.640608803900866,12.693537
0.35000000000000003,12.41540854403686,12.4926405,12.649278503377237,12.68445
0.4,12.220200956198003,12.481513,12.71797297971039,12.679141
0.45,12.345121969217384,12.44853,12.652500100608185,12.683976
0.5,12.505987315522145,12.436955,12.637079334643643,12.680293
0.55,12.419543316896107,12.44406,12.72700027168177,12.675709
0.6000000000000001,12.48353390457682,12.441865,12.722516029941172,12.680388
0.65,12.296365306724955,12.445656,12.63184275708353,12.683914
0.7000000000000001,12.469054768912482,12.433574,12.639570463980686,12.679664
0.75,12.190888522582476,12.436081,12.75237053384733,12.676544
0.8,12.356860741688692,12.418817,12.568451028770946,12.681831
0.8500000000000001,12.353933660222637,12.4146,12.67374192986764,12.674098
0.9,12.323569723896004,12.410793,12.670307314254897,12.673994
0.9500000000000001,12.3097903083143,12.405502,12.674846746905393,12.673633
1.0,12.621437050436025,12.399947,12.646897730891963,12.673635
1.05,12.302084455556697,12.41238,12.67157013142232,12.672115
1.1,12.390909757783291,12.406501,12.726662467486126,12.67202
1.1500000000000001,12.276012458330365,12.405722,12.623192739018673,12.674817
1.2000000000000002,12.35822762709035,12.399153,12.882167503371782,12.672156
1.25,12.479475176037022,12.397102,12.657168259698716,12.682353
1.3,12.227544830829125,12.401107,12.63417116081886,12.681143
1.35,12.405754498500182,12.393153,12.774509147200293,12.678974
1.4000000000000001,12.488189921331772,12.39379,12.533548621610404,12.683223
1.4500000000000002,12.435658687245239,12.397972,12.72848677658823,12.676573
1.5,12.44863239510511,12.399637,12.678924610272716,12.678751
1.55,12.405657142235631,12.4017935,12.783185301471024,12.678721
1.6,12.333391831648802,12.402017,12.75626846409079,12.683029
1.6500000000000001,12.56413841429031,12.399212,12.610064510925286,12.685956
1.7000000000000002,12.223241824359555,12.40586,12.68994702250582,12.682911
1.75,12.54407880620959,12.398738,12.847358269827245,12.683157
1.8,12.360733933324855,12.404431,12.659784893269071,12.689507
1.85,12.257966789404506,12.402787,12.658604127522093,12.68833
1.9000000000000001,12.468945578718818,12.397285,12.493682200647005,12.687146
1.9500000000000002,12.49050735989126,12.399882,12.606245149582923,12.679865
2.0,12.495971106981827,12.4032345,12.819535121402684,12.6771
2.0500000000000003,12.369654260023596,12.406701,12.666002011593735,12.682256
2.1,12.351165761702447,12.405386,12.688439883562406,12.681636
