Time_s,h1_ref,h2_ref,h1_real_pid,h2_real_pid,h1_measured_pid,h2_measured_pid,v1_pump,v2_pump
0.0,12.0,12.0,12.262967519550699,12.783158403008974,12.396000258915574,12.666934572756764,3.0,3.0
0.2,12.00942476245764,12.00942476245764,12.26213451132499,12.782530049622416,12.21676318437145,12.71308684835662,2.9,2.9
0.4,12.018849431896676,12.018849431896676,12.259633480239941,12.780644085611387,12.333836674885225,12.888531158562856,2.8000000000000003,2.8000000000000003
0.6000000000000001,12.028273915299431,12.028273915299431,12.255566102517271,12.777499197715308,12.098699225996931,12.885412399690987,2.750121862886983,2.7
0.8,12.037698119650058,12.037698119650058,12.251024907099154,12.773095875132816,12.286444549764862,12.829327639083797,2.6808716792191953,2.6000000000000005
1.0,12.047121951935463,12.047121951935463,12.24523440815619,12.76743449812684,12.073082915379372,12.768606396577265,2.677955506275758,2.5000000000000004
1.2000000000000002,12.056545319146224,12.056545319146224,12.24064377998291,12.760517840660661,12.187729355439682,12.572665420056488,2.7779555062757586,2.4
1.4000000000000001,12.065968128277515,12.065968128277515,12.236556180295892,12.752351929715203,12.272454678965017,12.805771078198475,2.715363215514931,2.300000000000001
1.6,12.075390286330013,12.075390286330013,12.232472810982086,12.742939071174552,12.169706665933223,12.63725650971969,2.8132002796112996,2.200000000000001
1.8,12.08481170031082,12.08481170031082,12.229724050758353,12.73228475319249,12.297831477153547,12.657238347637755,2.831919322698716,2.100000000000002
2.0,12.094232277234385,12.094232277234385,12.225833621610557,12.72039234846572,12.278008874079545,12.78704967083154,2.7319193226987157,2.0000000000000018
2.2,12.103651924123417,12.103651924123417,12.220230655990669,12.707260785717224,12.212581529442895,12.650864175738487,2.6508420453518906,1.9000000000000017
2.4000000000000004,12.113070548009803,12.113070548009803,12.214534699395506,12.692890293015509,12.150003873953459,12.701243246394666,2.711692739580793,1.8000000000000016
2.6,12.12248805593553,12.12248805593553,12.209446067150212,12.67765556209305,12.171402526096232,12.68262619718508,2.732402738883575,1.808596392496211
2.8000000000000003,12.131904354953594,12.131904354953594,12.204927705846655,12.662709891004557,12.198681982645539,12.750113835643125,2.7936885484645195,1.7563775014049008
3.0,12.141319352128928,12.141319352128928,12.201456129230566,12.646939393046521,12.209226591546132,12.455656579872436,2.8670906908264366,1.7593414423100975
3.2,12.15073295453931,12.15073295453931,12.19933614598121,12.632159036882658,11.986244295697903,12.605472329231644,2.966876688559671,1.8593414423100976
3.4000000000000004,12.16014506927628,12.16014506927628,12.198568490334582,12.618665802851837,12.208188640832745,12.611198501523907,2.9930909827339183,1.9592814900081152
3.6,12.169555603446074,12.169555603446074,12.197834663853547,12.606447162445312,12.008946191177529,12.537103633829577,3.0567007979501106,2.0584290200950868
3.8000000000000003,12.178964464170512,12.178964464170512,12.198638679171154,12.595513620182615,12.130081367353796,12.618287455955773,3.156700797950111,2.1584290200950873
4.0,12.18837155858794,12.18837155858794,12.200497392370762,12.58493697338581,12.11430709768601,12.545378429390206,3.142779004845175,2.0864949259378274
4.2,12.197776793854134,12.197776793854134,12.20099849948589,12.573955060466428,12.209627541712312,12.59706567371825,3.0651945158674034,2.1247346193133163
4.4,12.207180077143217,12.207180077143217,12.200077192354307,12.56393182094278,12.39843325173404,12.544206611257982,2.965331934210179,2.2238436834674316
4.6000000000000005,12.216581315648583,12.216581315648583,12.197614401292142,12.5551849657896,12.180053529216767,12.438910278459682,2.9298908617266526,2.3238436834674316
