Time_s,h1_ref,h2_ref,h1_bilinear_koopman_nmpc,h2_bilinear_koopman_nmpc,v1_pump,v2_pump
0.0,12.0,12.0,12.386934409511701,12.698367826607985,2.5,2.5
0.20002667022269635,12.009426019256072,12.009426019256072,12.368328410866322,12.689494619264769,2.0,2.0
0.4000533404453927,12.018851945456325,12.018851945456325,12.349158713502211,12.670276298501053,1.662170563939393,1.5
0.600080010668089,12.028277685545861,12.028277685545861,12.319010708769971,12.645995769926945,1.162170563939393,1.0
0.8001066808907854,12.037703146471618,12.037703146471618,12.297915678437692,12.613365117930236,1.662170563939393,0.5
1.0001333511134818,12.04712823518329,12.04712823518329,12.267780702231402,12.575734579030236,1.162170563939393,0.0
1.200160021336178,12.056552858634248,12.056552858634248,12.240382725502464,12.53827489049758,1.4668499055574071,0.0
1.4001866915588745,12.06597692378245,12.06597692378245,12.22771291168112,12.502584322878596,1.9668499055574071,0.0
1.6002133617815708,12.075400337591374,12.075400337591374,12.219224343720919,12.465055439719135,2.466849905557407,0.0
1.800240032004267,12.084823007030918,12.084823007030918,12.202713178333248,12.429887635231468,1.9668499055574071,0.0
2.0002667022269636,12.094244839078339,12.094244839078339,12.192737280042593,12.393174603298654,2.466849905557407,0.0
2.20029337244966,12.103665740719155,12.103665740719155,12.191937285850766,12.364601940462647,2.966849905557407,0.5
2.400320042672356,12.11308561894807,12.11308561894807,12.202775706101868,12.33668524902537,3.466849905557407,0.6911894128861072
2.6003467128950524,12.122504380769893,12.122504380769893,12.21825668487578,12.301919191990189,3.966849905557407,0.19118941288610725
2.800373383117749,12.13192193320045,12.13192193320045,12.225354070480225,12.271804946808752,3.501274588562839,0.6911894128861072
3.0004000533404453,12.141338183267514,12.141338183267514,12.238479261478414,12.251964220788965,3.4937452651996384,1.1911894128861071
3.2004267235631416,12.150753038011707,12.150753038011707,12.253314865360483,12.224350288510454,3.862385116267285,0.6911894128861071
3.400453393785838,12.160166404487434,12.160166404487434,12.265665247648611,12.20127711891535,4.0504917905261015,1.1911894128861071
3.600480064008534,12.169578189763783,12.169578189763783,12.276826980852496,12.172858462794302,3.5504917905261015,0.6911894128861071
3.800506734231231,12.178988300925461,12.178988300925461,12.290591933409608,12.148620229055114,4.0504917905261015,1.1911894128861071
4.000533404453927,12.188396645073698,12.188396645073698,12.313420608058536,12.134321707591342,4.5504917905261015,1.6911894128861071
4.200560074676623,12.197803129327168,12.197803129327168,12.327316596242852,12.122513464479045,4.0504917905261015,2.191189412886107
4.40058674489932,12.207207660822908,12.207207660822908,12.351612306274337,12.118105830977477,4.5504917905261015,2.691189412886107
4.600613415122016,12.216610146717231,12.216610146717231,12.369884428414473,12.123674075190982,4.0504917905261015,3.191189412886107
4.800640085344712,12.22601049418665,12.22601049418665,12.384380135888335,12.129389385107922,4.026377633029943,3.691189412886107
5.0006667555674085,12.235408610428777,12.235408610428777,12.38898389797224,12.14437479438542,3.5263776330299432,4.191189412886107
5.200693425790105,12.244804402663267,12.244804402663267,12.390227515315688,12.165276202025542,3.3629673150609385,4.691189412886107
5.400720096012802,12.254197778132706,12.254197778132706,12.385626823381669,12.183084791667216,2.8629673150609385,4.191189412886107
5.600746766235498,12.263588644103544,12.263588644103544,12.37623199422268,12.206370664603755,2.6783305712638277,4.691189412886107
5.800773436458194,12.272976907867006,12.272976907867006,12.363092793517282,12.232507597195697,2.1783305712638277,5.017972239575554
6.000800106680891,12.282362476740003,12.282362476740003,12.356021534247102,12.26839212682171,2.6783305712638277,5.517972239575554
6.200826776903587,12.291745258066053,12.291745258066053,12.360620544640216,12.293281909473802,3.1699210808318314,5.017972239575554
6.400853447126283,12.301125159216193,12.301125159216193,12.348335470564441,12.327445559069691,2.6699210808318314,5.517972239575554
6.6008801173489795,12.310502087589892,12.310502087589892,12.351452962017522,12.365751362759182,3.1699210808318314,6.0
6.800906787571676,12.319875950615973,12.319875950615973,12.363332637775086,12.404310433461868,3.6699210808318314,6.0
7.000933457794372,12.329246655753513,12.329246655753513,12.36351344690363,12.435543496735166,3.1699210808318314,5.5
7.200960128017068,12.338614110492768,12.338614110492768,12.374190411872798,12.459294871100017,3.6416249621508094,5.0
7.400986798239765,12.347978222356083,12.347978222356083,12.39467786375893,12.478787985651824,4.141624962150809,4.5
7.601013468462462,12.357338898898806,12.357338898898806,12.417856079129306,12.492321217149794,4.641624962150809,4.0
7.801040138685158,12.366696047710194,12.366696047710194,12.453027246902467,12.50667517746789,5.141624962150809,4.052675368208424
8.001066808907854,12.376049576414337,12.376049576414337,12.494514213844132,12.517227474383061,5.495099830049586,3.5526753682084236
8.20109347913055,12.385399392671056,12.385399392671056,12.536917653105503,12.531711804829976,5.492372803350521,4.052675368208424
8.401120149353247,12.394745404176833,12.394745404176833,12.583085481938346,12.538321958485065,5.735606342904749,3.5526753682084236
8.601146819575943,12.4040875186657,12.4040875186657,12.619362718126686,12.55351188071917,5.235606342904749,4.052675368208424
8.80117348979864,12.413425643910166,12.413425643910166,12.644226080683428,12.56198448642298,4.735606342904749,3.594692045598399
9.001200160021336,12.422759687722127,12.422759687722127,12.662911062035189,12.572587061313962,4.235606342904749,3.6353783507462483
9.201226830244032,12.432089557953766,12.432089557953766,12.67432043695048,12.586455281288192,3.735606342904749,4.135378350746248
9.401253500466728,12.441415162498469,12.441415162498469,12.681958094432066,12.594326941896476,3.235606342904749,3.6353783507462483
9.601280170689424,12.450736409291736,12.450736409291736,12.69261094564143,12.606118483378884,3.735606342904749,3.550835884341771
9.80130684091212,12.460053206312086,12.460053206312086,12.689955755199657,12.609260807563798,3.235606342904749,3.050835884341771
10.001333511134817,12.469365461581969,12.469365461581969,12.683690907643847,12.614543768156638,2.735606342904749,3.550835884341771
10.201360181357513,12.478673083168673,12.478673083168673,12.680426048083564,12.621939794777985,3.235606342904749,3.5029110659801117
10.40138685158021,12.487975979185226,12.487975979185226,12.694695043133581,12.63476110645221,3.735606342904749,3.877121574113468
10.601413521802906,12.497274057791312,12.497274057791312,12.694956766811893,12.639402944863896,3.235606342904749,3.377121574113468
10.801440192025604,12.506567227194173,12.506567227194173,12.690003081137485,12.639608869185308,2.735606342904749,2.877121574113468
11.0014668622483,12.515855395649517,12.515855395649517,12.691438431163254,12.6303061284323,3.235606342904749,2.377121574113468
11.201493532470996,12.525138471462416,12.525138471462416,12.694461181332322,12.630136181135526,2.839362495931151,2.877121574113468
11.401520202693693,12.534416362988226,12.534416362988226,12.697157553552769,12.634983575949608,3.339362495931151,3.377121574113468
11.601546872916389,12.543688978633481,12.543688978633481,12.692100523538645,12.63835576851086,2.839362495931151,2.877121574113468
11.801573543139085,12.552956226856796,12.552956226856796,12.699118687406225,12.646146065857858,3.339362495931151,3.377121574113468
12.001600213361781,12.562218016169778,12.562218016169778,12.696257863139083,12.657450000544369,2.839362495931151,3.877121574113468
12.201626883584478,12.571474255137925,12.571474255137925,12.700390523578854,12.665330778061676,3.339362495931151,3.377121574113468
12.401653553807174,12.580724852381529,12.580724852381529,12.693774179632127,12.677328055137558,2.839362495931151,3.877121574113468
12.60168022402987,12.58996971657658,12.58996971657658,12.683601906652752,12.685825884027006,2.5722163375865827,3.377121574113468
12.801706894252566,12.59920875645566,12.59920875645566,12.682145287030043,12.696731699632377,3.0722163375865827,3.877121574113468
13.001733564475263,12.608441880808858,12.608441880808858,12.6922175906632,12.713043100769557,3.52914774887488,4.377121574113469
13.201760234697959,12.617668998484659,12.617668998484659,12.711684657161449,12.73671455143545,4.028486613510046,4.877121574113469
13.401786904920655,12.626890018390844,12.626890018390844,12.719830861004292,12.7637695907621,3.5284866135100463,5.028461422097056
