Tiempo [s],h1_Real [cm],h2_Real [cm],h3_Real [cm],h4_Real [cm],h1_Ref [cm],h2_Ref [cm],v1_Bomba [V],v2_Bomba [V]
0.0,12.3919764076141,12.691803334237504,1.7922708288704376,1.3967001748232524,12.0,12.0,2.5000848259318103,2.4997494835159353
0.20002667022269635,12.377163430748265,12.678214987344225,1.7805202527860773,1.3909017210370112,12.009426019256072,12.009426019256072,2.000084723714723,1.9997447059182192
0.4000533404453927,12.355097082583121,12.660646972605525,1.7658587920738908,1.3824505682266595,12.018851945456325,12.018851945456325,1.6317503476063684,1.499743541784615
0.600080010668089,12.326975881927233,12.635607672990162,1.745665145958161,1.37181811185285,12.028277685545861,12.028277685545861,1.131614331513063,0.9992749821420285
0.8001066808907854,12.30248636986149,12.606147452519565,1.7222931397877734,1.3626521254140918,12.037703146471618,12.037703146471618,1.5853149004519322,0.49927172611953685
1.0001333511134818,12.270195205886349,12.568542240635786,1.6929388948414634,1.350682565179552,12.04712823518329,12.04712823518329,1.0853568011841113,-0.0003588408907085453
1.200160021336178,12.241319756078257,12.532311072331638,1.664874978412591,1.3401264925968475,12.056552858634248,12.056552858634248,1.213514720451576,-0.0004581049595070378
1.4001866915588745,12.22119976896584,12.494733538324448,1.6360163106728296,1.332977449714689,12.06597692378245,12.06597692378245,1.7135271216833685,-3.773470887588302e-05
1.6002133617815708,12.208227461851996,12.460888060761341,1.6102102504908198,1.32861812385853,12.075400337591374,12.075400337591374,2.213310780391169,-0.0005388405948596953
1.800240032004267,12.194090378037224,12.423399682882522,1.5818313999707903,1.3239266076901326,12.084823007030918,12.084823007030918,2.1088507989624024,-0.00010749496174812158
2.0002667022269636,12.188914145956158,12.388873983146398,1.5559062792749738,1.3226949536229313,12.094244839078339,12.094244839078339,2.608785919183778,-4.805934192940088e-05
2.20029337244966,12.188383575729809,12.357111010187573,1.5322542954527425,1.3232878427060788,12.103665740719155,12.103665740719155,3.1082732303935527,0.49997862159294815
2.400320042672356,12.192693512057122,12.335396972211615,1.5163840319579156,1.325754861949528,12.11308561894807,12.11308561894807,3.5839908619378718,0.9999784777362442
