Tiempo [s],h1_Real [cm],h2_Real [cm],h3_Real [cm],h4_Real [cm],h1_Ref [cm],h2_Ref [cm],v1_Bomba [V],v2_Bomba [V]
1163.355114015202,12.000494667357048,16.02204262596936,2.6697410917823543,0.9598206331726605,12.0,16.0,4.1510001082500825,3.094797854726135
1163.5551406854247,12.018275276791687,16.004831465913302,2.6562822993455075,0.9664479056934204,12.0,16.0,3.6510001082500825,2.594797854726135
1163.7551673556475,12.032791103873118,15.995189541915462,2.6486063692399613,0.9718495169803193,12.0,16.0,3.2073583512735993,3.094797854726135
1163.95519402587,12.041078430496023,15.985001147656142,2.640527728976527,0.9749157850402843,12.0,16.0,2.7073583512735993,2.929087152163434
1164.1552206960928,12.035737859880525,15.983336032788802,2.6389642719719575,0.9728817520655962,12.0,16.0,2.2073583512735993,3.429087152163434
1164.3552473663156,12.039411733409686,15.987411403554695,2.6417740836350725,0.9742282323999265,12.0,16.0,2.7073583512735993,3.929087152163434
1164.555274036538,12.052186348518775,15.98316180853062,2.6382249532902122,0.9789740942468501,12.0,16.0,3.2073583512735993,3.429087152163434
1164.7553007067609,12.059802416302187,15.981220161543407,2.6364251680166397,0.9817747118186424,12.0,16.0,2.7073583512735993,3.635116345972616
1164.9553273769836,12.05904487384768,15.97919285626575,2.6345623519788486,0.9814343491743197,12.0,16.0,2.2073583512735993,3.5779722012516153
1165.1553540472062,12.04435858167662,15.979981107834815,2.6348670784596466,0.9758868442050953,12.0,16.0,1.7073583512735993,3.7905846729515384
1165.355380717429,12.030626639256052,15.989449141814774,2.641800244476627,0.9707133839928712,12.0,16.0,1.6337384190474031,4.290584672951539
1165.5554073876517,12.010325438522926,15.988595610532048,2.640894071058875,0.963099225421176,12.0,16.0,1.1337384190474031,3.790584672951539
1165.7554340578743,11.996121273959877,15.99528878015999,2.645767958108524,0.957797226484914,12.0,16.0,1.6337384190474031,4.290584672951539
1165.955460728097,11.99286224587919,15.995276457414585,2.6455417837086075,0.9566091527017816,12.0,16.0,2.133738419047403,3.790584672951539
1166.1554873983198,11.989845443405784,16.00104607455538,2.649718592236808,0.9555121897159241,12.0,16.0,2.4452600694041013,4.290584672951539
1166.3555140685423,11.989991280283599,15.999966189212874,2.648672568406654,0.9555994985912406,12.0,16.0,2.4007758355197746,3.901277914409955
1166.555540738765,11.996680759526926,16.00668305674607,2.6535498699387605,0.958129293223511,12.0,16.0,2.9007758355197746,4.401277914409955
1166.7555674089879,11.994048395571411,16.0127280820386,2.657888369685848,0.9571477226470527,12.0,16.0,2.4007758355197746,3.901277914409955
1166.9555940792104,11.981949440424518,16.00691405327094,2.6532097025731676,0.9526298857296769,12.0,16.0,1.9007758355197746,3.401277914409955
1167.1556207494332,11.980186931147893,16.010050660049437,2.6553730098148205,0.9520037790050911,12.0,16.0,2.4007758355197746,3.901277914409955
1167.355647419656,11.973934338717088,16.017278202159954,2.660644440238091,0.9496912932507607,12.0,16.0,2.116395291572805,4.401277914409955
1167.5556740898785,11.97877535403,16.020704830870645,2.6630031128617753,0.9515301019379561,12.0,16.0,2.616395291572805,3.901277914409955
1167.7557007601013,11.974769606506886,16.0175624106219,2.660356925830901,0.9500508252600561,12.0,16.0,2.116395291572805,3.401277914409955
1167.955727430324,11.97733684129775,16.019531314488564,2.6616104794252275,0.951039305024962,12.0,16.0,2.616395291572805,3.901277914409955
1168.1557541005468,11.973565590723247,16.01629537730882,2.658903743175739,0.9496536233271959,12.0,16.0,2.116395291572805,3.401277914409955
1168.3557807707693,11.972132435672785,16.002979874741726,2.6485556888553248,0.9491660234570354,12.0,16.0,2.326991990264528,2.901277914409955
1168.555807440992,11.976690860853324,15.996536900138993,2.6434782103022334,0.9509418865075374,12.0,16.0,2.826991990264528,3.401277914409955
1168.7558341112149,11.97189915274831,15.999090719934273,2.6452637164815944,0.9492153710313805,12.0,16.0,2.326991990264528,3.901277914409955
1168.9558607814374,11.95893734023079,16.007321692937435,2.6513756139946656,0.9444304209506057,12.0,16.0,1.8269919902645282,4.401277914409955
1169.1558874516602,11.953801266304747,16.018644958573983,2.6598285048922077,0.942577182634608,12.0,16.0,2.2190332391629344,4.901277914409955
1169.355914121883,11.941248556429086,16.025484126714463,2.6648522925558296,0.937940926830134,12.0,16.0,1.7190332391629344,4.401277914409955
1169.5559407921055,11.9378338382135,16.026678478227858,2.665579618074811,0.93673803085568,12.0,16.0,2.2190332391629344,3.901277914409955
1169.7559674623283,11.928896354757255,16.032833393222614,2.67008782645768,0.9334680563215954,12.0,16.0,1.7190332391629344,4.401277914409955
1169.955994132551,11.925035113888919,16.049682567017882,2.682716853482176,0.9320907366266358,12.0,16.0,2.2190332391629344,4.901277914409955
1170.1560208027736,11.93245790903318,16.055837387459643,2.687152017450949,0.9349192231808676,12.0,16.0,2.7190332391629344,4.401277914409955
1170.3560474729964,11.944864887330567,16.071885014912116,2.699061939225826,0.939577318318137,12.0,16.0,3.2190332391629344,4.901277914409955
1170.5560741432191,11.946099655231315,16.081855811886232,2.706280242625873,0.9400089213009892,12.0,16.0,2.7190332391629344,4.401277914409955
1170.7561008134417,11.952917497995545,16.082773758011992,2.7065745429149395,0.942517508385565,12.0,16.0,2.949124224613157,3.901277914409955
1170.9561274836644,11.966433955235296,16.075721878218463,2.7007874973199573,0.9475269605205409,12.0,16.0,2.9618891448439997,3.401277914409955
1171.1561541538872,11.983068659286275,16.066231868840436,2.6931418269707614,0.9536960300899361,12.0,16.0,3.4618891448439997,2.901277914409955
1171.3561808241097,11.994274970870142,16.057764389359235,2.6862797119099464,0.9578234072964894,12.0,16.0,2.9618891448439997,3.401277914409955
1171.5562074943325,11.994545723096985,16.04479342519608,2.6760162111556642,0.9578621603006534,12.0,16.0,2.4618891448439997,2.901277914409955
1171.7562341645553,11.983780092398714,16.02597734541375,2.661373351910104,0.9538042002278619,12.0,16.0,1.9618891448439997,2.401277914409955
1171.9562608347778,11.969384631990227,16.015246617705806,2.652976855854738,0.9484375476625762,12.0,16.0,1.4618891448439997,2.901277914409955
1172.1562875050006,11.962223468967936,16.007846183688052,2.647177648785364,0.945821290851817,12.0,16.0,1.9618891448439997,3.401277914409955
1172.3563141752234,11.945491568477328,16.010276640551393,2.6489061454613,0.9396424225933983,12.0,16.0,1.6422078483983187,3.901277914409955
1172.556340845446,11.937300857728236,16.02150360537923,2.6573402520274225,0.9366753427137658,12.0,16.0,2.1422078483983187,4.401277914409955
1172.7563675156687,11.939438793594366,16.034085782297648,2.666769671848827,0.9375631895057255,12.0,16.0,2.6422078483983187,4.901277914409955
1172.9563941858914,11.952468512701023,16.04009958569494,2.671143013746193,0.9425031577511983,12.0,16.0,3.1422078483983187,4.401277914409955
1173.1564208561142,11.958359547801447,16.04081204410273,2.6714440091952274,0.9447424558529767,12.0,16.0,2.6422078483983187,3.901277914409955
1173.3564475263368,11.949217198047545,16.050648776229554,2.6786824675630982,0.9413372915881413,12.0,16.0,2.1422078483983187,4.401277914409955
1173.5564741965595,11.936227824752917,16.050806637211476,2.6785552090924116,0.9365003987934033,12.0,16.0,1.650429437228344,3.901277914409955
1173.7565008667823,11.929400434076353,16.04823941404802,2.6763805783385464,0.9339950454956762,12.0,16.0,2.1504294372283437,3.401277914409955
1173.9565275370048,11.926418772593193,16.048929696761082,2.676703848061496,0.9329427492431972,12.0,16.0,2.2813556836129605,3.901277914409955
1174.1565542072276,11.911131063353352,16.04098262579467,2.670481987694897,0.9272995427818836,12.0,16.0,1.7813556836129605,3.401277914409955
1174.3565808774504,11.911224409601791,16.0382351162365,2.668259770925626,0.9274482916249702,12.0,16.0,2.2813556836129605,3.901277914409955
1174.556607547673,11.915002080290762,16.04383500752468,2.672387821759925,0.9289716996220184,12.0,16.0,2.7813556836129605,4.401277914409955
1174.7566342178957,11.919945538483072,16.045499454437856,2.6734940985094426,0.93091666383311,12.0,16.0,2.636306760510696,3.901277914409955
1174.9566608881184,11.930542707128044,16.03777173281911,2.6674382210367265,0.9349731028638347,12.0,16.0,3.136306760510696,3.401277914409955
1175.156687558341,11.93169717384737,16.03765398739004,2.6671820168453695,0.9354851841049693,12.0,16.0,2.636306760510696,3.901277914409955
1175.3567142285638,11.939341068142397,16.044744530483833,2.67239530877936,0.9384157157142284,12.0,16.0,3.136306760510696,4.154952283378392
1175.5567408987865,11.94310261013485,16.04155606658352,2.6697574613030426,0.9398761352628061,12.0,16.0,2.636306760510696,3.6549522833783916
1175.756767569009,11.952510812848917,16.046321727386392,2.6731628398685405,0.9434406259252731,12.0,16.0,3.136306760510696,4.054407401821077
1175.9567942392318,11.955946518429123,16.044444199784603,2.6714879012973505,0.9447512383502956,12.0,16.0,2.636306760510696,3.554407401821077
1176.1568209094546,11.969045168331155,16.04282067959515,2.6699954640751353,0.949674303521778,12.0,16.0,3.136306760510696,4.054407401821077
1176.3568475796772,11.97233473116795,16.05340136407179,2.677767640293274,0.9508959554686263,12.0,16.0,2.636306760510696,4.554407401821077
1176.5568742499,11.971090724426437,16.063950153222716,2.68547602254142,0.950395928811435,12.0,16.0,2.136306760510696,4.824672767764027
1176.7569009201227,11.971026936984202,16.08109102065859,2.698159618183616,0.9503138333774518,12.0,16.0,2.636306760510696,5.195700570580748
1176.9569275903452,11.977772750098602,16.09350083093213,2.7071792698777686,0.952752039183421,12.0,16.0,3.136306760510696,4.695700570580748
1177.156954260568,11.976405085349763,16.09985244756065,2.71154595695476,0.9521265189980866,12.0,16.0,2.636306760510696,4.195700570580748
1177.3569809307908,11.980125888397097,16.101612303798095,2.712400429522265,0.9534013020462614,12.0,16.0,2.6135550225737445,3.6957005705807484
1177.5570076010133,11.991159976733401,16.096383517232045,2.7079237249020776,0.957410836337431,12.0,16.0,3.1135550225737445,3.1957005705807484
1177.757034271236,11.992750308047984,16.08181270232426,2.6963554799574574,0.9578891097650357,12.0,16.0,2.6135550225737445,2.6957005705807484
1177.9570609414588,12.005543056442622,16.058986639501995,2.6785540702588397,0.9625938348999863,12.0,16.0,3.1135550225737445,2.1957005705807484
1178.1570876116816,12.01027921206686,16.041887138305604,2.6651731230306566,0.9643023104979569,12.0,16.0,2.6135550225737445,2.6957005705807484
1178.3571142819042,12.009996795585007,16.033638421991544,2.6585805073450954,0.9641510190307974,12.0,16.0,2.455303116510764,3.1957005705807484
1178.557140952127,12.018758956182934,16.032111837955025,2.6571204098251964,0.9673945511486199,12.0,16.0,2.8843371931418735,3.6957005705807484
1178.7571676223497,12.015815748104716,16.03652481952863,2.6601759793720166,0.9662416628953407,12.0,16.0,2.3843371931418735,4.195700570580748
1178.9571942925722,12.00529896096854,16.047621035782605,2.6683123975618828,0.962246729243608,12.0,16.0,1.8843371931418735,4.695700570580748
1179.157220962795,12.00136506057209,16.059696248887068,2.6771706007858165,0.9607119031624093,12.0,16.0,2.3843371931418735,4.72174348254077
1179.3572476330178,12.00941691442675,16.062750272764614,2.679125424099494,0.9636546469200926,12.0,16.0,2.8843371931418735,4.22174348254077
1179.5572743032403,12.01977755435431,16.063968983426378,2.6796559806080777,0.9674441249671338,12.0,16.0,3.0493515703652547,3.72174348254077
1179.757300973463,12.038154651271654,16.056730286337675,2.6737245521375406,0.9742218195578899,12.0,16.0,3.5493515703652547,3.22174348254077
1179.9573276436859,12.046504004341575,16.041429908699506,2.6616659866220926,0.9772393685670726,12.0,16.0,3.0493515703652547,2.72174348254077
1180.1573543139084,12.046583251510521,16.020156654412066,2.6451187210454927,0.9771858676397308,12.0,16.0,2.5493515703652547,2.22174348254077
1180.3573809841312,12.038799198586785,16.00500241794196,2.633313243317373,0.974227683607743,12.0,16.0,2.0493515703652547,2.72174348254077
