Time [s],h3_Real [cm],h3_PINN [cm],h4_Real [cm],h4_PINN [cm]
14.350000000000001,1.6059827,1.6036704,1.4161677,1.4168953
14.4,1.6096549,1.604482,1.4191177,1.4147614
14.450000000000001,1.6087188,1.6081749,1.4188646,1.4177123
14.5,1.6095388,1.6072378,1.4210135,1.4174546
14.55,1.6078216,1.608077,1.4213545,1.4195967
14.600000000000001,1.6089541,1.6063603,1.4196244,1.4199289
14.65,1.6116804,1.6074841,1.4224714,1.4182051
14.700000000000001,1.6101934,1.6102242,1.4218968,1.4210497
14.75,1.6121866,1.6087333,1.4245169,1.4204689
14.8,1.6031413,1.6107398,1.4211187,1.4230905
14.850000000000001,1.6032968,1.6016717,1.4184396,1.4196771
14.9,1.6050614,1.6018311,1.4216613,1.4169984
14.950000000000001,1.6030624,1.6036214,1.4225858,1.4202093
15.0,1.5965698,1.6016352,1.4205191,1.421124
15.05,1.5988717,1.5951378,1.4192833,1.4190474
15.100000000000001,1.5972112,1.5974326,1.4145635,1.4178187
15.15,1.5951854,1.5957488,1.415727,1.4131079
15.200000000000001,1.5963084,1.5937304,1.4173436,1.4142632
15.25,1.5934448,1.594857,1.4169396,1.4158798
15.3,1.5970522,1.5919907,1.4111865,1.4154726
15.350000000000001,1.595766,1.5955806,1.4147123,1.4097388
15.4,1.5989784,1.5943018,1.4199718,1.4132503
15.450000000000001,1.5975381,1.5975319,1.4202322,1.4185108
15.5,1.5967015,1.5960995,1.4199264,1.4187629
15.55,1.5997658,1.595257,1.4183248,1.4184593
15.600000000000001,1.6013196,1.5983095,1.419495,1.4168755
15.65,1.6010548,1.5998679,1.4176558,1.4180492
15.700000000000001,1.5995697,1.5995921,1.4200977,1.4162124
15.75,1.600584,1.5981143,1.417314,1.4186466
15.8,1.5974697,1.599101,1.4111707,1.4158792
15.850000000000001,1.5973758,1.5959623,1.4136434,1.4097438
15.9,1.5972626,1.5958886,1.4198654,1.4122047
15.950000000000001,1.5951432,1.5958097,1.4189411,1.4184091
16.0,1.5970994,1.593679,1.4158065,1.4174867
16.05,1.6011353,1.5956184,1.4178679,1.414366
16.1,1.6054114,1.5996633,1.4136574,1.4164349
16.150000000000002,1.6038016,1.6039088,1.4139907,1.41225
16.2,1.6028811,1.6023023,1.4163868,1.4125744
16.25,1.6038547,1.6013887,1.4210533,1.4149644
16.3,1.6048416,1.6023806,1.4242527,1.4196227
16.35,1.5996666,1.6033924,1.4266573,1.4228166
16.400000000000002,1.5994353,1.5982302,1.4294114,1.4251988
16.45,1.5952798,1.5980097,1.4302586,1.4279475
16.5,1.5973719,1.5938584,1.4300643,1.4287817
16.55,1.5948187,1.5959494,1.4287274,1.4285945
16.6,1.5943444,1.5933968,1.4290143,1.4272466
16.650000000000002,1.5889916,1.5929222,1.4279444,1.4275287
16.7,1.5907865,1.5875632,1.4204321,1.4264431
16.75,1.5920501,1.5893338,1.4197508,1.418954
16.8,1.5898124,1.5905908,1.4244639,1.4182794
16.85,1.5970249,1.5883704,1.423798,1.4229782
16.900000000000002,1.6008731,1.595585,1.4284946,1.4223351
16.95,1.5974096,1.5994661,1.4296222,1.4270253
17.0,1.5951469,1.5960109,1.4323729,1.4281354
17.05,1.5885278,1.5937679,1.4352916,1.4308722
17.1,1.5862341,1.5871569,1.4383466,1.4337695
17.150000000000002,1.582669,1.5848747,1.439462,1.4368112
17.2,1.5787292,1.5813152,1.4402125,1.4379137
17.25,1.5780485,1.5773895,1.4359301,1.4386431
17.3,1.5803726,1.576682,1.4350991,1.434373
17.35,1.5802276,1.5789965,1.4351463,1.4335523
17.400000000000002,1.587215,1.5788502,1.4369265,1.4336009
17.45,1.5826845,1.5858406,1.4363455,1.4353992
17.5,1.5829624,1.5813032,1.4374323,1.4348077
17.55,1.582833,1.5815704,1.4316503,1.4359012
17.6,1.580936,1.5814162,1.4302213,1.4301337
17.650000000000002,1.580212,1.5795112,1.435891,1.4286945
17.7,1.5792148,1.5788109,1.4306505,1.4343492
17.75,1.579292,1.5777901,1.4290912,1.4291208
17.8,1.5787,1.5778573,1.4297017,1.4275707
17.85,1.5800923,1.5772659,1.428211,1.428175
17.900000000000002,1.5802932,1.578653,1.4341677,1.4266884
17.95,1.5784419,1.5788771,1.4341758,1.4326394
18.0,1.579036,1.5770156,1.4316524,1.4326477
18.05,1.582096,1.5775988,1.4296383,1.4301312
18.1,1.578174,1.5806412,1.4281937,1.4281381
18.150000000000002,1.5766889,1.5767097,1.4262326,1.4266847
18.2,1.5737717,1.5752094,1.4331652,1.4247264
18.25,1.5739225,1.5723169,1.4338139,1.4316394
18.3,1.5757346,1.5724733,1.4394668,1.4322835
18.35,1.573955,1.5743095,1.4490929,1.4379319
18.400000000000002,1.5695748,1.5725719,1.4470922,1.4475323
18.45,1.5747263,1.5681813,1.4485077,1.4455214
18.5,1.5759164,1.5733411,1.4473671,1.4469454
18.55,1.5732372,1.5745273,1.4496176,1.4458134
18.6,1.5801245,1.5718523,1.4475675,1.4480511
18.650000000000002,1.5821928,1.5787491,1.4475381,1.4460174
18.7,1.578841,1.5808192,1.4466462,1.4459976
18.75,1.5754604,1.5774678,1.444201,1.4450969
18.8,1.5801418,1.5740803,1.4415845,1.4426419
18.85,1.5815496,1.57875,1.440603,1.4400498
18.900000000000002,1.5810006,1.5801456,1.4405316,1.4390781
18.95,1.5764353,1.5796028,1.4399439,1.4390045
19.0,1.5687053,1.5750462,1.4343389,1.4383997
19.05,1.5637331,1.567289,1.432352,1.4327852
19.1,1.5576547,1.5622952,1.4359169,1.4307938
19.150000000000002,1.5559545,1.5562325,1.4391284,1.4343333
19.200000000000003,1.5538086,1.5545402,1.436293,1.4375356
19.25,1.5544356,1.5523739,1.4360393,1.4346999
19.3,1.5510598,1.5530039,1.4410893,1.4344484
19.35,1.5563189,1.5496469,1.4351964,1.4394758
19.400000000000002,1.5596673,1.55488,1.4371667,1.433612
19.450000000000003,1.55455,1.5582397,1.4434273,1.435584
19.5,1.5572478,1.5531503,1.4489857,1.4418162
19.55,1.554614,1.5558705,1.4445736,1.4473729
19.6,1.5564333,1.5532149,1.4440054,1.4429613
19.650000000000002,1.5559591,1.555037,1.4414909,1.4423995
19.700000000000003,1.5607766,1.5545511,1.4424895,1.439888
19.75,1.557085,1.5593709,1.4440656,1.4409007
19.8,1.558589,1.5556684,1.4378535,1.4424689
19.85,1.5616806,1.5571465,1.4327098,1.4362774
19.900000000000002,1.5621346,1.56021,1.4291586,1.4311516
19.950000000000003,1.5626963,1.5606363,1.4321412,1.4276118
20.0,1.5672256,1.5612042,1.4299768,1.4305902
20.05,1.5693758,1.5657172,1.4270148,1.4284469
20.1,1.5647665,1.5678588,1.4286753,1.4254926
20.150000000000002,1.5660535,1.5632497,1.4281299,1.4271393
20.200000000000003,1.5730088,1.5645355,1.4262288,1.4266001
20.25,1.5722758,1.5714778,1.4269391,1.4247174
20.3,1.5698768,1.570742,1.423694,1.4254295
20.35,1.5724047,1.5683389,1.4171338,1.4221834
20.400000000000002,1.5718076,1.5708369,1.4197248,1.41565
20.450000000000003,1.5689254,1.5702465,1.4245219,1.418238
20.5,1.5720673,1.5673802,1.4219244,1.4230185
20.55,1.5734982,1.5705057,1.4253334,1.4204354
20.6,1.5756075,1.571955,1.4279294,1.4238362
20.650000000000002,1.5730736,1.5740682,1.42739,1.4264342
20.700000000000003,1.5729517,1.5715346,1.4270135,1.4258873
20.75,1.5741475,1.5714132,1.4318416,1.4255089
20.8,1.5776695,1.5726312,1.439199,1.4303294
20.85,1.5694126,1.5761771,1.4385693,1.4376798
20.900000000000002,1.5633954,1.5679135,1.4380306,1.43703
20.950000000000003,1.554634,1.5618954,1.4349569,1.4364741
21.0,1.5539719,1.5531337,1.4338104,1.4333779
21.05,1.5481539,1.5524707,1.4316819,1.4322325
21.1,1.539916,1.5466573,1.433997,1.4300902
21.150000000000002,1.5422591,1.5384302,1.4318897,1.4323734
21.200000000000003,1.5413917,1.5407625,1.4309705,1.4302812
21.25,1.5402178,1.5398984,1.4266258,1.4293624
21.3,1.5389841,1.5386966,1.4257338,1.425031
21.35,1.5335143,1.5374631,1.4314572,1.4241339
21.400000000000002,1.5270555,1.5320324,1.4275719,1.4298211
21.450000000000003,1.5322089,1.5255425,1.4326795,1.4259338
21.5,1.5298963,1.5307264,1.4323976,1.4310361
21.55,1.526628,1.5284121,1.4356719,1.4307528
21.6,1.5237315,1.5251502,1.4352152,1.4340143
21.650000000000002,1.5248809,1.5222505,1.4351491,1.4335525
21.700000000000003,1.5254369,1.5234089,1.4297384,1.4334815
21.75,1.5288256,1.5239344,1.4279295,1.4280883
21.8,1.5264735,1.5273122,1.4309945,1.4262954
21.85,1.5241868,1.5249623,1.4318788,1.4293512
21.900000000000002,1.5202638,1.5226747,1.4375561,1.4302243
21.950000000000003,1.5208689,1.518788,1.4388322,1.4358741
22.0,1.5237055,1.5194099,1.4393693,1.4371421
22.05,1.5211799,1.5222528,1.4383738,1.4376813
22.1,1.5166489,1.519722,1.4348832,1.4366817
22.150000000000002,1.5165366,1.5151793,1.4376833,1.4331857
22.200000000000003,1.5136763,1.5150745,1.4375721,1.4359808
